solID,perfQ,#changes,reliability
2130,-0.25242820936948757,4.92,-0.9413472667644233
3254,-0.0351606354710006,1.23,-0.9937137574389642
3353,-0.3091702848951251,6.15,-0.9978330824796395
3364,-0.25242820936948757,4.92,-0.9413472667644233
3487,-0.3091702848951251,6.15,-0.9978330824796395
3491,-0.25242820936948757,4.92,-0.9413472667644233
3495,-0.11091654116235275,2.46,-0.9978330731541805
3498,-0.25242820936948757,4.92,-0.9413472667644233
3499,-0.25242820936948757,4.92,-0.9413472667644233
3502,-0.3091702848951251,6.15,-0.9978330824796395
3503,-0.0351606354710006,1.23,-0.9937137574389642
3505,-0.25242820936948757,4.92,-0.9413472667644233
3509,-0.25242820936948757,4.92,-0.9413472667644233
3512,-0.25242820936948757,4.92,-0.9413472667644233
3513,-0.25242820936948757,4.92,-0.9413472667644233
3517,-0.25242820936948757,4.92,-0.9413472667644233
