solID,perfQ,#changes,pas,reliability
2185,-0.11580107082091917,4.83,16.0,-0.814509851764659
2218,-0.2767797500719051,7.159999999999999,16.0,-0.5265284253691367
2273,-0.11580107082091917,4.83,16.0,-0.814509851764659
2290,-0.12174566311446236,4.83,16.0,-0.7551750407702319
2314,-0.12174566311446236,4.83,16.0,-0.7551750407702319
2316,-0.11580107082091917,4.83,16.0,-0.814509851764659
2333,-0.12174566311446236,4.83,16.0,-0.7551750407702319
2446,-0.11580107082091917,4.83,16.0,-0.814509851764659
2447,-0.11580107082091917,4.83,16.0,-0.814509851764659
2453,-0.12174566311446236,4.83,16.0,-0.7551750407702319
2457,-0.14684873910342014,6.63,15.0,-0.918584330092274
2948,-0.033746622947668566,5.24,17.0,-0.8337984327173583
2957,-0.12174566311446236,4.83,16.0,-0.7551750407702319
2967,-0.12174566311446236,4.83,16.0,-0.7551750407702319
2968,-0.12174566311446236,4.83,16.0,-0.7551750407702319
2969,-0.12174566311446236,4.83,16.0,-0.7551750407702319
