solID,perfQ,#changes,pas,reliability
2912,-0.06851049309046905,5.8999999999999995,14.0,-0.7890637106077715
2919,-0.10615916026003493,8.3,15.0,-0.8441122669064596
2925,-0.17641825382631185,7.13,14.0,-0.5539659100450429
2941,-0.06851049309046905,5.8999999999999995,14.0,-0.7890637106077715
2945,-0.10615916026003493,8.3,15.0,-0.8441122669064596
2950,-0.10615916026003493,8.3,15.0,-0.8441122669064596
2954,-0.06851049309046905,5.8999999999999995,14.0,-0.7890637106077715
2957,-0.10615916026003493,8.3,15.0,-0.8441122669064596
2961,-0.06851049309046905,5.8999999999999995,14.0,-0.7890637106077715
2965,-0.06851049309046905,5.8999999999999995,14.0,-0.7890637106077715
3016,-0.10615916026003493,8.3,15.0,-0.8441122669064596
3102,-0.10615916026003493,8.3,15.0,-0.8441122669064596
3106,-0.1763708239676378,18.73,13.0,-0.301284394
3110,-0.10615916026003493,8.3,15.0,-0.8441122669064596
3114,-0.10615916026003493,8.3,15.0,-0.8441122669064596
3115,-0.10615916026003493,8.3,15.0,-0.8441122669064596
