solID,perfQ,#changes,pas,reliability
3,-0.26446570206313796,4.92,13.0,-0.9937137667644232
50,-0.26446570206313796,4.92,13.0,-0.9937137667644232
51,-0.26446570206313796,4.92,13.0,-0.9937137667644232
65,-0.26446570206313796,4.92,13.0,-0.9937137667644232
69,-0.26446570206313796,4.92,13.0,-0.9937137667644232
72,-0.26446570206313796,4.92,13.0,-0.9937137667644232
80,-0.26446570206313796,4.92,13.0,-0.9937137667644232
81,-0.26446570206313796,4.92,13.0,-0.9937137667644232
84,-0.26446570206313796,4.92,13.0,-0.9937137667644232
85,-0.26446570206313796,4.92,13.0,-0.9937137667644232
91,-0.26446570206313796,4.92,13.0,-0.9937137667644232
94,-0.26446570206313796,4.92,13.0,-0.9937137667644232
103,-0.26446570206313796,4.92,13.0,-0.9937137667644232
246,-0.26446570206313796,4.92,13.0,-0.9937137667644232
303,-0.26446570206313796,4.92,13.0,-0.9937137667644232
310,-0.26446570206313796,4.92,13.0,-0.9937137667644232
