solID,perfQ,#changes,pas,reliability
5345,-0.2983440329480948,7.38,13.0,-0.9955530388693289
5375,-0.08078311005872588,3.69,17.0,-0.9890403675644969
5399,-0.08078311005872588,3.69,17.0,-0.9890403675644969
5618,-0.2983440329480948,7.38,13.0,-0.9955530388693289
5623,-0.27601674885369104,7.38,9.0,-0.9936274579739575
6014,-0.2983440329480948,7.38,13.0,-0.9955530388693289
6015,-0.08078311005872588,3.69,17.0,-0.9890403675644969
6016,-0.3598319982919541,7.38,13.0,-0.9937132361392776
6072,-0.27601674885369104,7.38,9.0,-0.9936274579739575
6077,-0.3598319982919541,7.38,13.0,-0.9937132361392776
6078,-0.08078311005872588,3.69,17.0,-0.9890403675644969
6388,-0.08078311005872588,3.69,17.0,-0.9890403675644969
6389,-0.27601674885369104,7.38,9.0,-0.9936274579739575
6393,-0.3598319982919541,7.38,13.0,-0.9937132361392776
6401,-0.2983440329480948,7.38,13.0,-0.9955530388693289
6404,-0.287676309553437,7.38,13.0,-0.9978325518544939
