solID,perfQ,#changes,pas,reliability
92,-0.020982725584114105,4.67,14.0,-0.7912570182077715
137,-0.020982725584114105,4.67,14.0,-0.7912570182077715
161,-0.020982725584114105,4.67,14.0,-0.7912570182077715
165,-0.21227164650027658,10.25,12.0,-0.30151225056272857
168,-0.020982725584114105,4.67,14.0,-0.7912570182077715
233,-0.020982725584114105,4.67,14.0,-0.7912570182077715
283,-0.020982725584114105,4.67,14.0,-0.7912570182077715
286,-0.13800736693813576,10.25,15.0,-0.6630426874827714
524,-0.020982725584114105,4.67,14.0,-0.7912570182077715
528,-0.020982725584114105,4.67,14.0,-0.7912570182077715
532,-0.020982725584114105,4.67,14.0,-0.7912570182077715
533,-0.020982725584114105,4.67,14.0,-0.7912570182077715
536,-0.21231551555593253,8.61,14.0,-0.6579247506077714
538,-0.020982725584114105,4.67,14.0,-0.7912570182077715
539,-0.27109521005582005,9.84,13.0,-0.6579247506077714
544,-0.020982725584114105,4.67,14.0,-0.7912570182077715
