solID,perfQ,#changes,pas,reliability
2186,-0.22909628018316944,7.7,13.0,-0.8646425093862117
2244,-0.22909628018316944,7.7,13.0,-0.8646425093862117
2257,-0.22909628018316944,7.7,13.0,-0.8646425093862117
2289,-0.22909628018316944,7.7,13.0,-0.8646425093862117
2312,-0.24019889090916857,5.33,17.0,-0.8719001882448444
2313,-0.22909628018316944,7.7,13.0,-0.8646425093862117
2318,-0.22909628018316944,7.7,13.0,-0.8646425093862117
2319,-0.2422420599744879,3.69,16.0,-0.763086383988203
2320,-0.22909628018316944,7.7,13.0,-0.8646425093862117
2328,-0.22909628018316944,7.7,13.0,-0.8646425093862117
2367,-0.22909628018316944,7.7,13.0,-0.8646425093862117
2371,-0.22909628018316944,7.7,13.0,-0.8646425093862117
2374,-0.22909628018316944,7.7,13.0,-0.8646425093862117
2379,-0.22909628018316944,7.7,13.0,-0.8646425093862117
2398,-0.22909628018316944,7.7,13.0,-0.8646425093862117
2399,-0.22909628018316944,7.7,13.0,-0.8646425093862117
