solID,perfQ,#changes,pas,reliability
2934,-0.17638294858507822,12.8,13.0,-0.42434385004504294
2949,-0.17638294858507822,12.8,13.0,-0.42434385004504294
2976,-0.17638294858507822,12.8,13.0,-0.42434385004504294
2981,-0.17638294858507822,12.8,13.0,-0.42434385004504294
3000,-0.17638294858507822,12.8,13.0,-0.42434385004504294
3056,-0.17638294858507822,12.8,13.0,-0.42434385004504294
3294,-0.2284312418016112,6.47,16.0,-0.6564314205627285
3295,-0.17638294858507822,12.8,13.0,-0.42434385004504294
3298,-0.17638294858507822,12.8,13.0,-0.42434385004504294
3307,-0.17638294858507822,12.8,13.0,-0.42434385004504294
3745,-0.17638294858507822,12.8,13.0,-0.42434385004504294
3766,-0.17638294858507822,12.8,13.0,-0.42434385004504294
4244,-0.17638294858507822,12.8,13.0,-0.42434385004504294
4248,-0.17638294858507822,12.8,13.0,-0.42434385004504294
4249,-0.17638294858507822,12.8,13.0,-0.42434385004504294
4594,-0.17638294858507822,12.8,13.0,-0.42434385004504294
