solID,perfQ,#changes,pas,reliability
5885,-0.13141208535042748,12.52,13.0,-0.6533640315909902
5892,-0.13141208535042748,12.52,13.0,-0.6533640315909902
5901,-0.13141208535042748,12.52,13.0,-0.6533640315909902
5997,-0.18424787247425695,5.4,16.0,-0.7593914205627286
6196,-0.13141208535042748,12.52,13.0,-0.6533640315909902
6204,-0.13141208535042748,12.52,13.0,-0.6533640315909902
6249,-0.13141208535042748,12.52,13.0,-0.6533640315909902
6587,-0.13141208535042748,12.52,13.0,-0.6533640315909902
6594,-0.13141208535042748,12.52,13.0,-0.6533640315909902
6595,-0.13141208535042748,12.52,13.0,-0.6533640315909902
6596,-0.13141208535042748,12.52,13.0,-0.6533640315909902
6597,-0.13141208535042748,12.52,13.0,-0.6533640315909902
8262,-0.18424787247425695,5.4,16.0,-0.7593914205627286
8266,-0.13141208535042748,12.52,13.0,-0.6533640315909902
8270,-0.13141208535042748,12.52,13.0,-0.6533640315909902
8673,-0.13141208535042748,12.52,13.0,-0.6533640315909902
