solID,perfQ,#changes,reliability
153,-0.17667150543025537,3.69,-0.8205371046567316
260,-0.17667150543025537,3.69,-0.8205371046567316
262,-0.17667150543025537,3.69,-0.8205371046567316
278,-0.22458306945303638,4.92,-0.8205371046567316
329,-0.17667150543025537,3.69,-0.8205371046567316
334,-0.22458306945303638,4.92,-0.8205371046567316
358,-0.17667150543025537,3.69,-0.8205371046567316
359,-0.22458306945303638,4.92,-0.8205371046567316
362,-0.17667150543025537,3.69,-0.8205371046567316
378,-0.17667150543025537,3.69,-0.8205371046567316
384,-0.22458306945303638,4.92,-0.8205371046567316
387,-0.17667150543025537,3.69,-0.8205371046567316
391,-0.17667150543025537,3.69,-0.8205371046567316
678,-0.17667150543025537,3.69,-0.8205371046567316
882,-0.17667150543025537,3.69,-0.8205371046567316
1454,-0.17667150543025537,3.69,-0.8205371046567316
