solID,perfQ,#changes,reliability
4422,-0.24219171527795685,7.04,-0.9192702502611031
4451,-0.24219171527795685,7.04,-0.9192702502611031
4475,-0.24219171527795685,7.04,-0.9192702502611031
4481,-0.29223382227698075,6.47,-0.8467510916664229
4501,-0.29223382227698075,6.47,-0.8467510916664229
4505,-0.29223382227698075,6.47,-0.8467510916664229
4512,-0.24219171527795685,7.04,-0.9192702502611031
4513,-0.1434471477997224,6.63,-0.919103573429837
4537,-0.29223382227698075,6.47,-0.8467510916664229
4556,-0.30844775742006825,5.9,-0.820878462389902
4569,-0.24219171527795685,7.04,-0.9192702502611031
4610,-0.24219171527795685,7.04,-0.9192702502611031
4613,-0.29223382227698075,6.47,-0.8467510916664229
4631,-0.24219171527795685,7.04,-0.9192702502611031
4644,-0.29223382227698075,6.47,-0.8467510916664229
4666,-0.24219171527795685,7.04,-0.9192702502611031
