solID,perfQ,#changes,reliability
3292,-0.1048581800448984,3.0300000000000002,-0.775151420639604
3302,-0.1048581800448984,3.0300000000000002,-0.775151420639604
3313,-0.1048581800448984,3.0300000000000002,-0.775151420639604
3587,-0.1048581800448984,3.0300000000000002,-0.775151420639604
3687,-0.17795516529594615,4.67,-0.7754231405695398
3771,-0.1048581800448984,3.0300000000000002,-0.775151420639604
4168,-0.17795516529594615,4.67,-0.7754231405695398
4171,-0.1048581800448984,3.0300000000000002,-0.775151420639604
4251,-0.17795516529594615,4.67,-0.7754231405695398
4257,-0.10137303420810388,5.9,-0.8668888411801674
4260,-0.11157002462366965,6.47,-0.9245142427506003
4272,-0.17795516529594615,4.67,-0.7754231405695398
4326,-0.1048581800448984,3.0300000000000002,-0.775151420639604
4500,-0.17795516529594615,4.67,-0.7754231405695398
4507,-0.17795516529594615,4.67,-0.7754231405695398
4529,-0.10137303420810388,5.9,-0.8668888411801674
