solID,perfQ,#changes,pas,reliability
4319,-0.23897393317104226,10.06,15.0,-0.9627312667644233
4786,-0.23897393317104226,10.06,15.0,-0.9627312667644233
4802,-0.23897393317104226,10.06,15.0,-0.9627312667644233
4809,-0.19855077525527196,10.25,14.0,-0.9948681527911221
4813,-0.06643456399603552,2.87,15.0,-0.9952238273760233
4819,-0.19855077525527196,10.25,14.0,-0.9948681527911221
4988,-0.19855077525527196,10.25,14.0,-0.9948681527911221
5330,-0.2767797500719051,5.49,16.0,-0.9580683786745409
5421,-0.19855077525527196,10.25,14.0,-0.9948681527911221
5435,-0.15465911994794743,4.1,15.0,-0.9952238273760233
5437,-0.23897393317104226,10.06,15.0,-0.9627312667644233
5453,-0.19855077525527196,10.25,14.0,-0.9948681527911221
5837,-0.19855077525527196,10.25,14.0,-0.9948681527911221
5840,-0.22849257923766858,10.25,15.0,-0.9956329605144233
5841,-0.23897393317104226,10.06,15.0,-0.9627312667644233
5844,-0.19855077525527196,10.25,14.0,-0.9948681527911221
