solID,perfQ,#changes,pas,reliability
2366,-0.30051566926012646,6.15,13.0,-0.9963937447403766
2413,-0.30051566926012646,6.15,13.0,-0.9963937447403766
2432,-0.13063702525480594,4.92,20.0,-0.9945170444168793
2436,-0.30051566926012646,6.15,13.0,-0.9963937447403766
2470,-0.16548775458693107,3.69,16.0,-0.95861917084277
2484,-0.10928396480478071,4.92,15.0,-0.9945170688911631
2492,-0.30051566926012646,6.15,13.0,-0.9963937447403766
2493,-0.30051566926012646,6.15,13.0,-0.9963937447403766
2508,-0.26534747182069374,4.92,13.0,-0.9937137538864083
2510,-0.30051566926012646,6.15,13.0,-0.9963937447403766
2511,-0.23664705359316196,4.92,9.0,-0.95806837084277
2514,-0.13063702525480594,4.92,20.0,-0.9945170444168793
2515,-0.16548775458693107,3.69,16.0,-0.95861917084277
2522,-0.16211167221059536,3.69,15.0,-0.92708587084277
2580,-0.16548775458693107,3.69,16.0,-0.95861917084277
2669,-0.16548775458693107,3.69,16.0,-0.95861917084277
