solID,perfQ,#changes,pas,reliability
4135,-0.12110755906382993,3.6,15.0,-0.5242465168614167
4147,-0.13857367434863338,5.9,14.0,-0.7895527926077714
4156,-0.12110755906382993,3.6,15.0,-0.5242465168614167
4183,-0.12110755906382993,3.6,15.0,-0.5242465168614167
4185,-0.17497877847724574,5.4,15.0,-0.6550170868614167
4192,-0.13857367434863338,5.9,14.0,-0.7895527926077714
4209,-0.17497877847724574,5.4,15.0,-0.6550170868614167
4263,-0.13857367434863338,5.9,14.0,-0.7895527926077714
4266,-0.12110755906382993,3.6,15.0,-0.5242465168614167
4275,-0.214508339658898,8.93,15.0,-0.6576589105627285
4290,-0.13857367434863338,5.9,14.0,-0.7895527926077714
4294,-0.13857367434863338,5.9,14.0,-0.7895527926077714
4327,-0.12110755906382993,3.6,15.0,-0.5242465168614167
4354,-0.214508339658898,8.93,15.0,-0.6576589105627285
4355,-0.13857367434863338,5.9,14.0,-0.7895527926077714
4472,-0.13857367434863338,5.9,14.0,-0.7895527926077714
