solID,perfQ,#changes,pas,reliability
345,-0.17587211693422528,4.92,20.0,-0.8194818081102719
373,-0.17587211693422528,4.92,20.0,-0.8194818081102719
531,-0.2541395512970515,6.15,17.0,-0.8194818081102719
532,-0.17587211693422528,4.92,20.0,-0.8194818081102719
550,-0.17587211693422528,4.92,20.0,-0.8194818081102719
551,-0.17587211693422528,4.92,20.0,-0.8194818081102719
559,-0.17587211693422528,4.92,20.0,-0.8194818081102719
586,-0.17587211693422528,4.92,20.0,-0.8194818081102719
587,-0.17587211693422528,4.92,20.0,-0.8194818081102719
590,-0.17587211693422528,4.92,20.0,-0.8194818081102719
646,-0.2541395512970515,6.15,17.0,-0.8194818081102719
653,-0.17587211693422528,4.92,20.0,-0.8194818081102719
1214,-0.17587211693422528,4.92,20.0,-0.8194818081102719
1215,-0.17587211693422528,4.92,20.0,-0.8194818081102719
1776,-0.17587211693422528,4.92,20.0,-0.8194818081102719
1777,-0.17587211693422528,4.92,20.0,-0.8194818081102719
