solID,perfQ,#changes,reliability
97,-0.08901894904522879,3.69,-0.9945050234616233
377,-0.08901894904522879,3.69,-0.9945050234616233
436,-0.08901894904522879,3.69,-0.9945050234616233
663,-0.08901894904522879,3.69,-0.9945050234616233
665,-0.08901894904522879,3.69,-0.9945050234616233
668,-0.08901894904522879,3.69,-0.9945050234616233
693,-0.08901894904522879,3.69,-0.9945050234616233
698,-0.08901894904522879,3.69,-0.9945050234616233
702,-0.16562789474161344,4.92,-0.9945050234616233
706,-0.08901894904522879,3.69,-0.9945050234616233
707,-0.08901894904522879,3.69,-0.9945050234616233
842,-0.16562789474161344,4.92,-0.9945050234616233
843,-0.08901894904522879,3.69,-0.9945050234616233
864,-0.16562789474161344,4.92,-0.9945050234616233
865,-0.08901894904522879,3.69,-0.9945050234616233
894,-0.08901894904522879,3.69,-0.9945050234616233
