solID,perfQ,#changes,pas,reliability
1,-0.27500504552828564,8.36,16.0,-0.9942645469478227
4,-0.17903290565661772,15.17,20.0,-0.9976584291745408
15,-0.19130352076262688,3.91,16.0,-0.9627312667644233
17,-0.19130352076262688,3.91,16.0,-0.9627312667644233
21,-0.19130352076262688,3.91,16.0,-0.9627312667644233
32,-0.19130352076262688,3.91,16.0,-0.9627312667644233
36,-0.2797229482740948,7.79,13.0,-0.9937137667644232
40,-0.03490721527315428,3.44,17.0,-0.9949042273544564
41,-0.19130352076262688,3.91,16.0,-0.9627312667644233
45,-0.19130352076262688,3.91,16.0,-0.9627312667644233
50,-0.17903290565661772,15.17,20.0,-0.9976584291745408
51,-0.19130352076262688,3.91,16.0,-0.9627312667644233
54,-0.17903290565661772,15.17,20.0,-0.9976584291745408
133,-0.19130352076262688,3.91,16.0,-0.9627312667644233
138,-0.19228402014789095,10.82,20.0,-0.9975296004745409
139,-0.2797229482740948,7.79,13.0,-0.9937137667644232
