solID,perfQ,#changes,reliability
4904,-0.06102523672070825,7.04,-0.998271578375554
5338,-0.19017603670164165,5.49,-0.9530112667644233
5339,-0.18856062548696656,4.26,-0.9530112667644233
5366,-0.06102523672070825,7.04,-0.998271578375554
5396,-0.06102523672070825,7.04,-0.998271578375554
5400,-0.06102523672070825,7.04,-0.998271578375554
5404,-0.06102523672070825,7.04,-0.998271578375554
5408,-0.06102523672070825,7.04,-0.998271578375554
5421,-0.06102523672070825,7.04,-0.998271578375554
5835,-0.06102523672070825,7.04,-0.998271578375554
5843,-0.06102523672070825,7.04,-0.998271578375554
5847,-0.06102523672070825,7.04,-0.998271578375554
5853,-0.06102523672070825,7.04,-0.998271578375554
5860,-0.06102523672070825,7.04,-0.998271578375554
5893,-0.06102523672070825,7.04,-0.998271578375554
6122,-0.06102523672070825,7.04,-0.998271578375554
