solID,perfQ,#changes,reliability
2046,-0.1638741141111917,7.38,-0.8744315738311963
2063,-0.1638741141111917,7.38,-0.8744315738311963
2086,-0.1638741141111917,7.38,-0.8744315738311963
2098,-0.1638741141111917,7.38,-0.8744315738311963
2127,-0.1638741141111917,7.38,-0.8744315738311963
2130,-0.1638741141111917,7.38,-0.8744315738311963
2136,-0.1638741141111917,7.38,-0.8744315738311963
2137,-0.1638741141111917,7.38,-0.8744315738311963
2140,-0.1638741141111917,7.38,-0.8744315738311963
2144,-0.1638741141111917,7.38,-0.8744315738311963
2146,-0.1638741141111917,7.38,-0.8744315738311963
2301,-0.1638741141111917,7.38,-0.8744315738311963
2332,-0.1638741141111917,7.38,-0.8744315738311963
2536,-0.1638741141111917,7.38,-0.8744315738311963
2946,-0.1638741141111917,7.38,-0.8744315738311963
2947,-0.1638741141111917,7.38,-0.8744315738311963
