solID,perfQ,#changes,reliability
104,-0.32904058145089704,11.48,-0.762947623253803
119,-0.2262036561928027,3.44,-0.8358032483593266
825,-0.2262036561928027,3.44,-0.8358032483593266
832,-0.32904058145089704,11.48,-0.762947623253803
833,-0.3256876332178576,5.8999999999999995,-0.8358032483593266
848,-0.2262036561928027,3.44,-0.8358032483593266
850,-0.32436614158510785,5.33,-0.7632840897646465
868,-0.2262036561928027,3.44,-0.8358032483593266
869,-0.32904058145089704,11.48,-0.762947623253803
873,-0.2262036561928027,3.44,-0.8358032483593266
876,-0.32904058145089704,11.48,-0.762947623253803
877,-0.2262036561928027,3.44,-0.8358032483593266
882,-0.2262036561928027,3.44,-0.8358032483593266
886,-0.2262036561928027,3.44,-0.8358032483593266
895,-0.32904058145089704,11.48,-0.762947623253803
899,-0.2262036561928027,3.44,-0.8358032483593266
