solID,perfQ,#changes,reliability
5995,-0.12306088344967679,11.55,-0.918584330092274
6008,-0.01414756053330074,1.64,-0.762820442961298
6279,-0.12306088344967679,11.55,-0.918584330092274
6292,-0.01414756053330074,1.64,-0.762820442961298
6299,-0.12306088344967679,11.55,-0.918584330092274
6307,-0.01414756053330074,1.64,-0.762820442961298
6314,-0.12306088344967679,11.55,-0.918584330092274
6497,-0.12306088344967679,11.55,-0.918584330092274
6505,-0.01414756053330074,1.64,-0.762820442961298
6640,-0.01414756053330074,1.64,-0.762820442961298
6700,-0.01414756053330074,1.64,-0.762820442961298
6701,-0.12306088344967679,11.55,-0.918584330092274
6761,-0.01414756053330074,1.64,-0.762820442961298
7785,-0.12306088344967679,11.55,-0.918584330092274
8008,-0.01414756053330074,1.64,-0.762820442961298
8009,-0.01414756053330074,1.64,-0.762820442961298
