solID,perfQ,#changes,reliability
4114,-0.03288849382930174,3.44,-0.5328357705627286
4296,-0.03288849382930174,3.44,-0.5328357705627286
4300,-0.03288849382930174,3.44,-0.5328357705627286
4320,-0.03288849382930174,3.44,-0.5328357705627286
4429,-0.03288849382930174,3.44,-0.5328357705627286
4455,-0.03288849382930174,3.44,-0.5328357705627286
4697,-0.03288849382930174,3.44,-0.5328357705627286
4705,-0.03288849382930174,3.44,-0.5328357705627286
4708,-0.03288849382930174,3.44,-0.5328357705627286
4709,-0.03288849382930174,3.44,-0.5328357705627286
4715,-0.24301153846935772,8.52,-0.6588074205627286
4716,-0.03288849382930174,3.44,-0.5328357705627286
4717,-0.03288849382930174,3.44,-0.5328357705627286
4805,-0.03288849382930174,3.44,-0.5328357705627286
5106,-0.03288849382930174,3.44,-0.5328357705627286
5536,-0.03288849382930174,3.44,-0.5328357705627286
