solID,perfQ,#changes,reliability
4444,-0.387136631592323,6.15,-0.9890403654662686
4465,-0.13416198984350558,7.380000000000001,-0.9961043505609667
4474,-0.41838965586782234,7.38,-0.9937116669078329
4490,-0.10353181921992562,6.15,-0.9942645478309154
4491,-0.387136631592323,6.15,-0.9890403654662686
4501,-0.41838965586782234,7.38,-0.9937116669078329
4513,-0.2932090611884713,4.92,-0.9890403654662686
4518,-0.387136631592323,6.15,-0.9890403654662686
4522,-0.387136631592323,6.15,-0.9890403654662686
4523,-0.10353181921992562,6.15,-0.9942645478309154
4530,-0.387136631592323,6.15,-0.9890403654662686
4534,-0.41838965586782234,7.38,-0.9937116669078329
4535,-0.387136631592323,6.15,-0.9890403654662686
4586,-0.10353181921992562,6.15,-0.9942645478309154
4587,-0.3256897265902198,6.15,-0.9929172909244929
5406,-0.41838965586782234,7.38,-0.9937116669078329
