solID,perfQ,#changes,pas,reliability
2606,-0.11165038131319516,8.8,11.0,-0.9956912694944745
2855,-0.3060041238414784,4.67,16.0,-0.9937137672632008
2872,-0.32886094703673663,5.8999999999999995,13.0,-0.9937137672632008
2889,-0.32886094703673663,5.8999999999999995,13.0,-0.9937137672632008
2893,-0.11165038131319516,8.8,11.0,-0.9956912694944745
2900,-0.32886094703673663,5.8999999999999995,13.0,-0.9937137672632008
2905,-0.11165038131319516,8.8,11.0,-0.9956912694944745
2926,-0.11165038131319516,8.8,11.0,-0.9956912694944745
2932,-0.32886094703673663,5.8999999999999995,13.0,-0.9937137672632008
2933,-0.11165038131319516,8.8,11.0,-0.9956912694944745
2937,-0.32886094703673663,5.8999999999999995,13.0,-0.9937137672632008
3460,-0.32886094703673663,5.8999999999999995,13.0,-0.9937137672632008
3461,-0.32886094703673663,5.8999999999999995,13.0,-0.9937137672632008
3464,-0.11165038131319516,8.8,11.0,-0.9956912694944745
3465,-0.32886094703673663,5.8999999999999995,13.0,-0.9937137672632008
3469,-0.32886094703673663,5.8999999999999995,13.0,-0.9937137672632008
