solID,perfQ,#changes,pas,reliability
12,-0.24043293300936555,7.13,13.0,-0.8353396015559782
65,-0.24043293300936555,7.13,13.0,-0.8353396015559782
72,-0.24043293300936555,7.13,13.0,-0.8353396015559782
85,-0.24043293300936555,7.13,13.0,-0.8353396015559782
92,-0.24043293300936555,7.13,13.0,-0.8353396015559782
101,-0.24043293300936555,7.13,13.0,-0.8353396015559782
104,-0.24043293300936555,7.13,13.0,-0.8353396015559782
105,-0.24043293300936555,7.13,13.0,-0.8353396015559782
110,-0.24043293300936555,7.13,13.0,-0.8353396015559782
114,-0.24043293300936555,7.13,13.0,-0.8353396015559782
127,-0.1247391885005044,6.63,20.0,-0.8839729582402907
128,-0.24043293300936555,7.13,13.0,-0.8353396015559782
129,-0.24043293300936555,7.13,13.0,-0.8353396015559782
139,-0.1247391885005044,6.63,20.0,-0.8839729582402907
142,-0.24043293300936555,7.13,13.0,-0.8353396015559782
560,-0.24043293300936555,7.13,13.0,-0.8353396015559782
