solID,perfQ,#changes,pas,reliability
305,-0.17094740886520615,2.46,16.0,-0.763086383988203
336,-0.17094740886520615,2.46,16.0,-0.763086383988203
1470,-0.31163626762987284,7.29,13.0,-0.758586560079559
1481,-0.17094740886520615,2.46,16.0,-0.763086383988203
1485,-0.22286077712836883,7.699999999999999,13.0,-0.7645174949832132
1486,-0.31163626762987284,7.29,13.0,-0.758586560079559
1555,-0.17067020032105226,3.0300000000000002,16.0,-0.7631264195427387
1562,-0.17094740886520615,2.46,16.0,-0.763086383988203
1563,-0.19187063083893685,7.13,8.0,-0.5649415290210522
1570,-0.17094740886520615,2.46,16.0,-0.763086383988203
1571,-0.08565265233593188,2.87,15.0,-0.8548569324618606
1574,-0.17094740886520615,2.46,16.0,-0.763086383988203
1578,-0.07543845320477101,1.23,16.0,-0.763086383988203
1580,-0.17094740886520615,2.46,16.0,-0.763086383988203
1581,-0.31163626762987284,7.29,13.0,-0.758586560079559
1694,-0.17094740886520615,2.46,16.0,-0.763086383988203
