solID,perfQ,#changes,reliability
4178,-0.28292439935237984,4.92,-0.5264265545308708
4351,-0.1828479411792673,4.92,-0.8194818081102719
4911,-0.28292439935237984,4.92,-0.5264265545308708
4929,-0.17890941342858355,3.69,-0.7632456196358034
4932,-0.10780943914821031,2.46,-0.7632456196358034
4937,-0.1828479411792673,4.92,-0.8194818081102719
4946,-0.18284732725751826,6.15,-0.8920009667049521
4950,-0.28292439935237984,4.92,-0.5264265545308708
4955,-0.28292439935237984,4.92,-0.5264265545308708
4963,-0.1828479411792673,4.92,-0.8194818081102719
4964,-0.18284732725751826,6.15,-0.8920009667049521
4965,-0.2541395512970515,6.15,-0.8194818081102719
4968,-0.28292439935237984,4.92,-0.5264265545308708
4972,-0.28292439935237984,4.92,-0.5264265545308708
4981,-0.1828479411792673,4.92,-0.8194818081102719
4984,-0.1828479411792673,4.92,-0.8194818081102719
