solID,perfQ,#changes,pas,reliability
269,-0.12362110101472511,4.92,16.0,-0.9942644918788796
274,-0.15074923384750702,6.15,13.0,-0.9961042946089308
628,-0.15074923384750702,6.15,13.0,-0.9961042946089308
629,-0.12362110101472511,4.92,16.0,-0.9942644918788796
743,-0.23902690821187825,6.15,20.0,-0.9937120887442428
750,-0.14324212384125465,3.69,17.0,-0.9955533181668296
751,-0.15074923384750702,6.15,13.0,-0.9961042946089308
760,-0.12362110101472511,4.92,16.0,-0.9942644918788796
765,-0.15074923384750702,6.15,13.0,-0.9961042946089308
766,-0.15074923384750702,6.15,13.0,-0.9961042946089308
770,-0.11208762001064705,2.46,20.0,-0.9937135154367783
771,-0.15074923384750702,6.15,13.0,-0.9961042946089308
886,-0.23902690821187825,6.15,20.0,-0.9937120887442428
994,-0.15074923384750702,6.15,13.0,-0.9961042946089308
995,-0.11208762001064705,2.46,20.0,-0.9937135154367783
998,-0.15074923384750702,6.15,13.0,-0.9961042946089308
