solID,perfQ,#changes,reliability
10,-0.3560444276365784,6.15,-0.9580682004630536
40,-0.3560444276365784,6.15,-0.9580682004630536
45,-0.3560444276365784,6.15,-0.9580682004630536
64,-0.3560444276365784,6.15,-0.9580682004630536
65,-0.3560444276365784,6.15,-0.9580682004630536
69,-0.3560444276365784,6.15,-0.9580682004630536
72,-0.3560444276365784,6.15,-0.9580682004630536
77,-0.3560444276365784,6.15,-0.9580682004630536
80,-0.3560444276365784,6.15,-0.9580682004630536
112,-0.3560444276365784,6.15,-0.9580682004630536
138,-0.3560444276365784,6.15,-0.9580682004630536
164,-0.3560444276365784,6.15,-0.9580682004630536
224,-0.3560444276365784,6.15,-0.9580682004630536
340,-0.3560444276365784,6.15,-0.9580682004630536
348,-0.3560444276365784,6.15,-0.9580682004630536
450,-0.3560444276365784,6.15,-0.9580682004630536
