solID,perfQ,#changes,pas,reliability
110,-0.2950527771101162,8.36,17.0,-0.8204655286370321
146,-0.14684873910342014,6.63,15.0,-0.918584330092274
380,-0.2706253542751761,7.79,13.0,-0.8247997876771076
463,-0.2706253542751761,7.79,13.0,-0.8247997876771076
468,-0.14684873910342014,6.63,15.0,-0.918584330092274
548,-0.14684873910342014,6.63,15.0,-0.918584330092274
723,-0.2706253542751761,7.79,13.0,-0.8247997876771076
746,-0.17378798521586147,5.33,10.0,-0.8247997876771076
1037,-0.14684873910342014,6.63,15.0,-0.918584330092274
1044,-0.14684873910342014,6.63,15.0,-0.918584330092274
1052,-0.14684873910342014,6.63,15.0,-0.918584330092274
1053,-0.14684873910342014,6.63,15.0,-0.918584330092274
1306,-0.14684873910342014,6.63,15.0,-0.918584330092274
1512,-0.14684873910342014,6.63,15.0,-0.918584330092274
2292,-0.14684873910342014,6.63,15.0,-0.918584330092274
2300,-0.17378798521586147,5.33,10.0,-0.8247997876771076
