solID,perfQ,#changes,pas,reliability
4652,-0.11839797131835605,4.83,16.0,-0.7292919192034246
4674,-0.11839797131835605,4.83,16.0,-0.7292919192034246
4690,-0.16294963639846285,5.33,13.0,-0.03472703118787779
4699,-0.11839797131835605,4.83,16.0,-0.7292919192034246
4703,-0.11839797131835605,4.83,16.0,-0.7292919192034246
4710,-0.11839797131835605,4.83,16.0,-0.7292919192034246
4730,-0.161252790172788,4.83,17.0,-0.7292919192034246
4736,-0.11839797131835605,4.83,16.0,-0.7292919192034246
4740,-0.07425661889809419,3.6,17.0,-0.7292919192034246
4786,-0.11839797131835605,4.83,16.0,-0.7292919192034246
4787,-0.11839797131835605,4.83,16.0,-0.7292919192034246
4793,-0.11839797131835605,4.83,16.0,-0.7292919192034246
4796,-0.13881746584043667,4.83,17.0,-0.8357647782304836
4797,-0.11839797131835605,4.83,16.0,-0.7292919192034246
4798,-0.161252790172788,4.83,17.0,-0.7292919192034246
4988,-0.161252790172788,4.83,17.0,-0.7292919192034246
