solID,perfQ,#changes,pas,reliability
7,-0.13571578277991578,6.47,17.0,-0.997442026635587
32,-0.13571578277991578,6.47,17.0,-0.997442026635587
41,-0.0013374205623352686,5.24,20.0,-0.995096596215991
46,-0.18607903282624677,6.779999999999999,9.0,-0.9934712508845663
55,-0.13571578277991578,6.47,17.0,-0.997442026635587
164,-0.18607903282624677,6.779999999999999,9.0,-0.9934712508845663
186,-0.0013374205623352686,5.24,20.0,-0.995096596215991
187,-0.2002165943762312,5.71,17.0,-0.9625534242726507
191,-0.13571578277991578,6.47,17.0,-0.997442026635587
194,-0.0013374205623352686,5.24,20.0,-0.995096596215991
198,-0.21096312945789933,5.55,17.0,-0.9423192667644233
199,-0.18607903282624677,6.779999999999999,9.0,-0.9934712508845663
298,-0.13571578277991578,6.47,17.0,-0.997442026635587
812,-0.13571578277991578,6.47,17.0,-0.997442026635587
813,-0.18607903282624677,6.779999999999999,9.0,-0.9934712508845663
814,-0.18607903282624677,6.779999999999999,9.0,-0.9934712508845663
