solID,perfQ,#changes,reliability
4687,-0.19383989045078168,6.15,-0.9977207929465838
4733,-0.19383989045078168,6.15,-0.9977207929465838
4764,-0.19383989045078168,6.15,-0.9977207929465838
4818,-0.19383989045078168,6.15,-0.9977207929465838
4823,-0.19383989045078168,6.15,-0.9977207929465838
4825,-0.19383989045078168,6.15,-0.9977207929465838
4848,-0.19383989045078168,6.15,-0.9977207929465838
4852,-0.19383989045078168,6.15,-0.9977207929465838
4992,-0.19383989045078168,6.15,-0.9977207929465838
5020,-0.19383989045078168,6.15,-0.9977207929465838
5021,-0.19383989045078168,6.15,-0.9977207929465838
5024,-0.19383989045078168,6.15,-0.9977207929465838
5025,-0.19383989045078168,6.15,-0.9977207929465838
5029,-0.19383989045078168,6.15,-0.9977207929465838
5032,-0.19383989045078168,6.15,-0.9977207929465838
5033,-0.19383989045078168,6.15,-0.9977207929465838
