solID,perfQ,#changes,pas,reliability
8,-0.0,1.23,3.0,-0.763086383988203
54,-0.19378078735627077,6.15,3.0,-0.8207117855586359
87,-0.0,1.23,3.0,-0.763086383988203
102,-0.0,1.23,3.0,-0.763086383988203
113,-0.02226433369007717,1.23,3.0,-0.053895078547877784
124,-0.19378078735627077,6.15,3.0,-0.8207117855586359
128,-0.19378078735627077,6.15,3.0,-0.8207117855586359
137,-0.0,1.23,3.0,-0.763086383988203
610,-0.02226433369007717,1.23,3.0,-0.053895078547877784
611,-0.0,1.23,3.0,-0.763086383988203
1300,-0.19378078735627077,6.15,3.0,-0.8207117855586359
1317,-0.0,1.23,3.0,-0.763086383988203
1320,-0.0,1.23,3.0,-0.763086383988203
1704,-0.19378078735627077,6.15,3.0,-0.8207117855586359
1705,-0.19378078735627077,6.15,3.0,-0.8207117855586359
1710,-0.0,1.23,3.0,-0.763086383988203
