solID,perfQ,#changes,pas,reliability
2198,-0.1427680073948115,8.61,8.0,0.2170413274266687
2573,-0.1546970575703703,3.69,16.0,-0.7609076458115431
2966,-0.1546970575703703,3.69,16.0,-0.7609076458115431
2976,-0.05048643990510597,3.69,14.0,-0.919103573429837
2989,-0.1546970575703703,3.69,16.0,-0.7609076458115431
2992,-0.1427680073948115,8.61,8.0,0.2170413274266687
3002,-0.05048643990510597,3.69,14.0,-0.919103573429837
3003,-0.2541395512970515,4.92,15.0,-0.81973357658136
3007,-0.1546970575703703,3.69,16.0,-0.7609076458115431
3010,-0.1546970575703703,3.69,16.0,-0.7609076458115431
3014,-0.05048643990510597,3.69,14.0,-0.919103573429837
3015,-0.05048643990510597,3.69,14.0,-0.919103573429837
3028,-0.05048643990510597,3.69,14.0,-0.919103573429837
3059,-0.05048643990510597,3.69,14.0,-0.919103573429837
3062,-0.05048643990510597,3.69,14.0,-0.919103573429837
3116,-0.05048643990510597,3.69,14.0,-0.919103573429837
