solID,perfQ,#changes,pas,reliability
2069,-0.15227175752656477,5.77,15.0,-0.29107383275770504
2078,-0.2984761306504057,6.5600000000000005,10.0,-0.7520531893129938
2094,-0.0394859701442857,5.24,16.0,-0.5709522096225579
2118,-0.15227175752656477,5.77,15.0,-0.29107383275770504
2122,-0.15227175752656477,5.77,15.0,-0.29107383275770504
2128,-0.15227175752656477,5.77,15.0,-0.29107383275770504
2142,-0.15227175752656477,5.77,15.0,-0.29107383275770504
2174,-0.0394859701442857,5.24,16.0,-0.5709522096225579
2175,-0.15227175752656477,5.77,15.0,-0.29107383275770504
2200,-0.0947360306954195,5.77,18.0,-0.7632998114014269
2643,-0.0394859701442857,5.24,16.0,-0.5709522096225579
2646,-0.15227175752656477,5.77,15.0,-0.29107383275770504
2647,-0.0394859701442857,5.24,16.0,-0.5709522096225579
2650,-0.05936512284325284,4.54,15.0,-0.29107383275770504
2732,-0.0947360306954195,5.77,18.0,-0.7632998114014269
2733,-0.0394859701442857,5.24,16.0,-0.5709522096225579
