solID,perfQ,#changes,pas,reliability
282,-0.2419755121433371,6.15,3.0,-0.7539280241710369
413,-0.17465642143654278,4.92,3.0,-0.8156844272167674
435,-0.2419755121433371,6.15,3.0,-0.7539280241710369
724,-0.2419755121433371,6.15,3.0,-0.7539280241710369
828,-0.2419755121433371,6.15,3.0,-0.7539280241710369
1132,-0.2419755121433371,6.15,3.0,-0.7539280241710369
1137,-0.2419755121433371,6.15,3.0,-0.7539280241710369
1145,-0.10629875163740694,4.92,3.0,-0.8909691469442955
1148,-0.2419755121433371,6.15,3.0,-0.7539280241710369
1150,-0.2419755121433371,6.15,3.0,-0.7539280241710369
1652,-0.2419755121433371,6.15,3.0,-0.7539280241710369
1653,-0.11593100795623255,3.69,3.0,-0.2693253200444652
1657,-0.2419755121433371,6.15,3.0,-0.7539280241710369
1662,-0.2419755121433371,6.15,3.0,-0.7539280241710369
1663,-0.2419755121433371,6.15,3.0,-0.7539280241710369
1709,-0.2419755121433371,6.15,3.0,-0.7539280241710369
