solID,perfQ,#changes,reliability
22,-0.2890458082433116,6.15,-0.9937133441293986
44,-0.2890458082433116,6.15,-0.9937133441293986
51,-0.2890458082433116,6.15,-0.9937133441293986
54,-0.2890458082433116,6.15,-0.9937133441293986
60,-0.2890458082433116,6.15,-0.9937133441293986
66,-0.2890458082433116,6.15,-0.9937133441293986
190,-0.2890458082433116,6.15,-0.9937133441293986
194,-0.2890458082433116,6.15,-0.9937133441293986
216,-0.2890458082433116,6.15,-0.9937133441293986
217,-0.1890177425058705,4.92,-0.9978137335395162
218,-0.2890458082433116,6.15,-0.9937133441293986
227,-0.2890458082433116,6.15,-0.9937133441293986
230,-0.2890458082433116,6.15,-0.9937133441293986
234,-0.2890458082433116,6.15,-0.9937133441293986
732,-0.2890458082433116,6.15,-0.9937133441293986
733,-0.2890458082433116,6.15,-0.9937133441293986
