solID,perfQ,#changes,reliability
5852,-0.17919998386433605,6.15,-0.874006509895031
5889,-0.17919998386433605,6.15,-0.874006509895031
5924,-0.17919998386433605,6.15,-0.874006509895031
5940,-0.17919998386433605,6.15,-0.874006509895031
5952,-0.17919998386433605,6.15,-0.874006509895031
5965,-0.17919998386433605,6.15,-0.874006509895031
6003,-0.17919998386433605,6.15,-0.874006509895031
6010,-0.08867284671680388,3.69,-0.5497426601103619
6120,-0.17919998386433605,6.15,-0.874006509895031
6918,-0.17919998386433605,6.15,-0.874006509895031
7574,-0.17919998386433605,6.15,-0.874006509895031
7575,-0.17919998386433605,6.15,-0.874006509895031
7578,-0.17919998386433605,6.15,-0.874006509895031
7579,-0.17919998386433605,6.15,-0.874006509895031
7582,-0.08867284671680388,3.69,-0.5497426601103619
7587,-0.17919998386433605,6.15,-0.874006509895031
