solID,perfQ,#changes,reliability
2958,-0.17552276615974696,6.15,-0.9983648627061389
2987,-0.17552276615974696,6.15,-0.9983648627061389
3001,-0.17552276615974696,6.15,-0.9983648627061389
3004,-0.17552276615974696,6.15,-0.9983648627061389
3005,-0.17552276615974696,6.15,-0.9983648627061389
3013,-0.17552276615974696,6.15,-0.9983648627061389
3033,-0.17552276615974696,6.15,-0.9983648627061389
3116,-0.17552276615974696,6.15,-0.9983648627061389
3233,-0.17552276615974696,6.15,-0.9983648627061389
3236,-0.10780118994881542,2.46,-0.9937137469478227
3237,-0.17552276615974696,6.15,-0.9983648627061389
3241,-0.17552276615974696,6.15,-0.9983648627061389
3245,-0.17552276615974696,6.15,-0.9983648627061389
3246,-0.17552276615974696,6.15,-0.9983648627061389
3438,-0.17552276615974696,6.15,-0.9983648627061389
3838,-0.17552276615974696,6.15,-0.9983648627061389
