solID,perfQ,#changes,reliability
5469,-0.28230445848700664,7.13,-0.7634510885925472
5741,-0.19053503919412665,8.96,-0.8910375917872284
5825,-0.28230445848700664,7.13,-0.7634510885925472
5833,-0.27239778489877975,8.39,-0.8343903991940714
5844,-0.28230445848700664,7.13,-0.7634510885925472
5858,-0.28230445848700664,7.13,-0.7634510885925472
5862,-0.28230445848700664,7.13,-0.7634510885925472
5873,-0.28230445848700664,7.13,-0.7634510885925472
5876,-0.28230445848700664,7.13,-0.7634510885925472
5885,-0.2038902271028795,5.9,-0.7634510885925472
5886,-0.19053503919412665,8.96,-0.8910375917872284
5888,-0.28230445848700664,7.13,-0.7634510885925472
5892,-0.2038902271028795,5.9,-0.7634510885925472
5896,-0.28230445848700664,7.13,-0.7634510885925472
5900,-0.19053503919412665,8.96,-0.8910375917872284
5901,-0.27239778489877975,8.39,-0.8343903991940714
