solID,perfQ,#changes,pas,reliability
2947,-0.0868472350244909,3.69,16.0,-0.7090148799585384
2961,-0.1686111938410619,6.15,17.0,-0.8421757460596998
3005,-0.0868472350244909,3.69,16.0,-0.7090148799585384
3015,-0.0868472350244909,3.69,16.0,-0.7090148799585384
3025,-0.0868472350244909,3.69,16.0,-0.7090148799585384
3146,-0.1686111938410619,6.15,17.0,-0.8421757460596998
3148,-0.1686111938410619,6.15,17.0,-0.8421757460596998
3156,-0.1686111938410619,6.15,17.0,-0.8421757460596998
3158,-0.0868472350244909,3.69,16.0,-0.7090148799585384
3159,-0.0868472350244909,3.69,16.0,-0.7090148799585384
3188,-0.0868472350244909,3.69,16.0,-0.7090148799585384
3189,-0.0868472350244909,3.69,16.0,-0.7090148799585384
3190,-0.1686111938410619,6.15,17.0,-0.8421757460596998
3338,-0.1686111938410619,6.15,17.0,-0.8421757460596998
3366,-0.0868472350244909,3.69,16.0,-0.7090148799585384
4752,-0.0868472350244909,3.69,16.0,-0.7090148799585384
