solID,perfQ,#changes,reliability
4772,-0.1538164438861594,15.99,-0.8820089595232576
4783,-0.14179663643525373,9.84,-0.8820089595232576
4800,-0.1538164438861594,15.99,-0.8820089595232576
4808,-0.1538164438861594,15.99,-0.8820089595232576
4813,-0.1538164438861594,15.99,-0.8820089595232576
4825,-0.1538164438861594,15.99,-0.8820089595232576
4832,-0.1538164438861594,15.99,-0.8820089595232576
4845,-0.1538164438861594,15.99,-0.8820089595232576
4852,-0.1538164438861594,15.99,-0.8820089595232576
4856,-0.1538164438861594,15.99,-0.8820089595232576
4879,-0.1538164438861594,15.99,-0.8820089595232576
4912,-0.1538164438861594,15.99,-0.8820089595232576
4924,-0.14179663643525373,9.84,-0.8820089595232576
5194,-0.1538164438861594,15.99,-0.8820089595232576
5338,-0.1538164438861594,15.99,-0.8820089595232576
5750,-0.1538164438861594,15.99,-0.8820089595232576
