solID,perfQ,#changes,pas,reliability
14,-0.06856733062965066,8.36,15.0,-0.7902555606077715
52,-0.06856733062965066,8.36,15.0,-0.7902555606077715
56,-0.06856733062965066,8.36,15.0,-0.7902555606077715
192,-0.06856733062965066,8.36,15.0,-0.7902555606077715
274,-0.06856733062965066,8.36,15.0,-0.7902555606077715
275,-0.06856733062965066,8.36,15.0,-0.7902555606077715
282,-0.06856733062965066,8.36,15.0,-0.7902555606077715
488,-0.06856733062965066,8.36,15.0,-0.7902555606077715
739,-0.1535781832114385,6.47,14.0,-0.5226841315459473
751,-0.06856733062965066,8.36,15.0,-0.7902555606077715
759,-0.06856733062965066,8.36,15.0,-0.7902555606077715
762,-0.06856733062965066,8.36,15.0,-0.7902555606077715
767,-0.06856733062965066,8.36,15.0,-0.7902555606077715
770,-0.06856733062965066,8.36,15.0,-0.7902555606077715
772,-0.06856733062965066,8.36,15.0,-0.7902555606077715
773,-0.06856733062965066,8.36,15.0,-0.7902555606077715
