solID,perfQ,#changes,pas,reliability
2,-0.143127845913253,4.48,16.0,-0.8332620874193062
15,-0.10177789179075566,6.47,15.0,-0.8944287510642661
18,-0.143127845913253,4.48,16.0,-0.8332620874193062
27,-0.143127845913253,4.48,16.0,-0.8332620874193062
31,-0.2319105184084977,6.47,20.0,-0.4708196404854129
44,-0.143127845913253,4.48,16.0,-0.8332620874193062
52,-0.10177789179075566,6.47,15.0,-0.8944287510642661
53,-0.10177789179075566,6.47,15.0,-0.8944287510642661
77,-0.10177789179075566,6.47,15.0,-0.8944287510642661
83,-0.2319105184084977,6.47,20.0,-0.4708196404854129
385,-0.10177789179075566,6.47,15.0,-0.8944287510642661
520,-0.10177789179075566,6.47,15.0,-0.8944287510642661
624,-0.1119734390363643,2.6799999999999997,17.0,-0.760742928824626
625,-0.143127845913253,4.48,16.0,-0.8332620874193062
628,-0.10177789179075566,6.47,15.0,-0.8944287510642661
629,-0.2319105184084977,6.47,20.0,-0.4708196404854129
