solID,perfQ,#changes,reliability
6080,-0.2834421599551999,13.530000000000001,-0.9937137667644232
6145,-0.1825979922711201,3.69,-0.9956817163864083
6156,-0.2834421599551999,13.530000000000001,-0.9937137667644232
6157,-0.2834421599551999,13.530000000000001,-0.9937137667644232
6176,-0.2834421599551999,13.530000000000001,-0.9937137667644232
6179,-0.2834421599551999,13.530000000000001,-0.9937137667644232
6672,-0.1825979922711201,3.69,-0.9956817163864083
6673,-0.2834421599551999,13.530000000000001,-0.9937137667644232
6680,-0.2834421599551999,13.530000000000001,-0.9937137667644232
6684,-0.2834421599551999,13.530000000000001,-0.9937137667644232
6685,-0.2834421599551999,13.530000000000001,-0.9937137667644232
6688,-0.1825979922711201,3.69,-0.9956817163864083
6689,-0.20941947811708989,4.92,-0.9975215191164596
6692,-0.2834421599551999,13.530000000000001,-0.9937137667644232
6694,-0.2834421599551999,13.530000000000001,-0.9937137667644232
6965,-0.1825979922711201,3.69,-0.9956817163864083
