solID,perfQ,#changes,pas,reliability
3203,-0.1854404170795025,3.69,16.0,-0.819440046370705
3265,-0.2053358909047507,6.15,25.0,-0.8820089595232576
3295,-0.2053358909047507,6.15,25.0,-0.8820089595232576
3321,-0.1854404170795025,3.69,16.0,-0.819440046370705
3333,-0.2053358909047507,6.15,25.0,-0.8820089595232576
3337,-0.1854404170795025,3.69,16.0,-0.819440046370705
3348,-0.1854404170795025,3.69,16.0,-0.819440046370705
3353,-0.1854404170795025,3.69,16.0,-0.819440046370705
3360,-0.1854404170795025,3.69,16.0,-0.819440046370705
3362,-0.1854404170795025,3.69,16.0,-0.819440046370705
3363,-0.2053358909047507,6.15,25.0,-0.8820089595232576
3368,-0.2053358909047507,6.15,25.0,-0.8820089595232576
3928,-0.2053358909047507,6.15,25.0,-0.8820089595232576
4541,-0.1854404170795025,3.69,16.0,-0.819440046370705
5014,-0.2053358909047507,6.15,25.0,-0.8820089595232576
5655,-0.1854404170795025,3.69,16.0,-0.819440046370705
