solID,perfQ,#changes,pas,reliability
43,-0.04274457606525739,2.46,17.0,-0.9972948300845078
288,-0.14363218441643363,3.69,13.0,-0.9580683786745409
576,-0.12228052502941157,4.92,9.0,-0.9972948300845078
602,-0.12228052502941157,4.92,9.0,-0.9972948300845078
614,-0.17510100762776223,6.15,9.0,-0.9972948300845078
631,-0.3087747590388895,6.15,8.0,-0.9967440300845077
632,-0.17510100762776223,6.15,9.0,-0.9972948300845078
637,-0.04274457606525739,2.46,17.0,-0.9972948300845078
798,-0.3087747590388895,6.15,8.0,-0.9967440300845077
885,-0.12228052502941157,4.92,9.0,-0.9972948300845078
888,-0.04274457606525739,2.46,17.0,-0.9972948300845078
966,-0.17510100762776223,6.15,9.0,-0.9972948300845078
967,-0.3087747590388895,6.15,8.0,-0.9967440300845077
1480,-0.17510100762776223,6.15,9.0,-0.9972948300845078
1481,-0.04274457606525739,2.46,17.0,-0.9972948300845078
1485,-0.17510100762776223,6.15,9.0,-0.9972948300845078
