solID,perfQ,#changes,reliability
71,-0.07539839756385003,2.87,-0.76682136371962
100,-0.07539839756385003,2.87,-0.76682136371962
137,-0.07539839756385003,2.87,-0.76682136371962
185,-0.07539839756385003,2.87,-0.76682136371962
188,-0.19570934287961655,8.61,-0.8189340127917761
196,-0.07539839756385003,2.87,-0.76682136371962
197,-0.07539839756385003,2.87,-0.76682136371962
209,-0.07539839756385003,2.87,-0.76682136371962
210,-0.07539839756385003,2.87,-0.76682136371962
214,-0.07539839756385003,2.87,-0.76682136371962
218,-0.07539839756385003,2.87,-0.76682136371962
219,-0.07539839756385003,2.87,-0.76682136371962
227,-0.16598876577344848,4.1,-0.76682136371962
230,-0.07539839756385003,2.87,-0.76682136371962
1704,-0.16598876577344848,4.1,-0.76682136371962
1705,-0.07539839756385003,2.87,-0.76682136371962
