solID,perfQ,#changes,pas,reliability
997,-0.1197312178403974,4.67,14.0,-0.7875468106077714
1055,-0.1972532718900164,5.49,14.0,-0.5280368505627285
1067,-0.11979611233193493,6.47,15.0,-0.7875468106077714
1419,-0.1197312178403974,4.67,14.0,-0.7875468106077714
1430,-0.15566327560618307,5.24,14.0,-0.6568669105627285
1438,-0.1972532718900164,5.49,14.0,-0.5280368505627285
1439,-0.1197312178403974,4.67,14.0,-0.7875468106077714
1453,-0.1972532718900164,5.49,14.0,-0.5280368505627285
1456,-0.1972532718900164,5.49,14.0,-0.5280368505627285
1461,-0.1972532718900164,5.49,14.0,-0.5280368505627285
1464,-0.07137549208056032,5.24,14.0,-0.8465975606077715
1465,-0.1972532718900164,5.49,14.0,-0.5280368505627285
1467,-0.15566327560618307,5.24,14.0,-0.6568669105627285
1471,-0.06090768842863271,3.44,14.0,-0.7875468106077714
1472,-0.1972532718900164,5.49,14.0,-0.5280368505627285
1473,-0.15566327560618307,5.24,14.0,-0.6568669105627285
