solID,perfQ,#changes,reliability
304,-0.35967241436682623,6.15,-0.9937137667644232
697,-0.35967241436682623,6.15,-0.9937137667644232
713,-0.30051581053303467,6.5600000000000005,-0.9963937576183916
718,-0.3042360762730131,6.5600000000000005,-0.9949042273544564
743,-0.09235554728037067,2.6799999999999997,-0.9937136666155787
747,-0.35967241436682623,6.15,-0.9937137667644232
750,-0.09235554728037067,2.6799999999999997,-0.9937136666155787
756,-0.30051581053303467,6.5600000000000005,-0.9963937576183916
759,-0.35967241436682623,6.15,-0.9937137667644232
772,-0.26533496061692075,4.92,-0.9937137667644232
773,-0.3042360762730131,6.5600000000000005,-0.9949042273544564
954,-0.30051581053303467,6.5600000000000005,-0.9963937576183916
959,-0.35967241436682623,6.15,-0.9937137667644232
963,-0.1833558507251846,3.9099999999999997,-0.9937136666155787
965,-0.35967241436682623,6.15,-0.9937137667644232
968,-0.09235554728037067,2.6799999999999997,-0.9937136666155787
