solID,perfQ,#changes,pas,reliability
3201,-0.1814312841697729,4.92,3.0,-0.8194778712892117
3216,-0.08088153615643479,3.69,3.0,-0.8194778712892117
3228,-0.08088153615643479,3.69,3.0,-0.8194778712892117
3232,-0.1814312841697729,4.92,3.0,-0.8194778712892117
3255,-0.019201174337821945,3.69,3.0,-0.8770654479411379
3269,-0.1814312841697729,4.92,3.0,-0.8194778712892117
3280,-0.08088153615643479,3.69,3.0,-0.8194778712892117
3281,-0.08088153615643479,3.69,3.0,-0.8194778712892117
3306,-0.08088153615643479,3.69,3.0,-0.8194778712892117
3312,-0.1814312841697729,4.92,3.0,-0.8194778712892117
3313,-0.12290424633631289,4.92,3.0,-0.8198910116039432
3334,-0.1814312841697729,4.92,3.0,-0.8194778712892117
3339,-0.08088153615643479,3.69,3.0,-0.8194778712892117
3403,-0.08088153615643479,3.69,3.0,-0.8194778712892117
3409,-0.08088153615643479,3.69,3.0,-0.8194778712892117
3412,-0.1814312841697729,4.92,3.0,-0.8194778712892117
