solID,perfQ,#changes,pas,reliability
7,-0.11755840087557366,13.37,14.0,-0.7886953206077715
57,-0.11755840087557366,13.37,14.0,-0.7886953206077715
63,-0.11755840087557366,13.37,14.0,-0.7886953206077715
311,-0.09171202324106645,4.67,14.0,-0.5337715599627285
315,-0.11755840087557366,13.37,14.0,-0.7886953206077715
336,-0.09171202324106645,4.67,14.0,-0.5337715599627285
1119,-0.11755840087557366,13.37,14.0,-0.7886953206077715
1126,-0.11755840087557366,13.37,14.0,-0.7886953206077715
1266,-0.11755840087557366,13.37,14.0,-0.7886953206077715
1267,-0.11755840087557366,13.37,14.0,-0.7886953206077715
1274,-0.11755840087557366,13.37,14.0,-0.7886953206077715
1284,-0.04452235543993239,6.0600000000000005,15.0,-0.7841346015909902
1285,-0.11755840087557366,13.37,14.0,-0.7886953206077715
1330,-0.09171202324106645,4.67,14.0,-0.5337715599627285
1494,-0.09171202324106645,4.67,14.0,-0.5337715599627285
1495,-0.09171202324106645,4.67,14.0,-0.5337715599627285
