solID,perfQ,#changes,reliability
4137,-0.13064217655651358,8.14,-0.9013332028239283
4166,-0.03956656556129978,3.44,-0.5127411587554247
4192,-0.03956656556129978,3.44,-0.5127411587554247
4196,-0.03956656556129978,3.44,-0.5127411587554247
4253,-0.03956656556129978,3.44,-0.5127411587554247
4260,-0.03956656556129978,3.44,-0.5127411587554247
4261,-0.03956656556129978,3.44,-0.5127411587554247
4378,-0.03956656556129978,3.44,-0.5127411587554247
4524,-0.03956656556129978,3.44,-0.5127411587554247
4528,-0.12656273683599362,4.67,-0.5127411587554247
4555,-0.03956656556129978,3.44,-0.5127411587554247
4559,-0.03956656556129978,3.44,-0.5127411587554247
4563,-0.12656273683599362,4.67,-0.5127411587554247
4644,-0.03956656556129978,3.44,-0.5127411587554247
4811,-0.03956656556129978,3.44,-0.5127411587554247
4814,-0.03956656556129978,3.44,-0.5127411587554247
