solID,perfQ,#changes,pas,reliability
5966,-0.26740675163001,7.380000000000001,13.0,-0.993965758082618
6013,-0.26205099939834897,6.15,16.0,-0.9939650124365449
6028,-0.15632572813097068,6.15,25.0,-0.9962042309869539
6043,-0.15632572813097068,6.15,25.0,-0.9962042309869539
6058,-0.31353611301017104,4.92,16.0,-0.9937137667644232
6073,-0.15632572813097068,6.15,25.0,-0.9962042309869539
6096,-0.26205099939834897,6.15,16.0,-0.9939650124365449
6097,-0.15632572813097068,6.15,25.0,-0.9962042309869539
6101,-0.15632572813097068,6.15,25.0,-0.9962042309869539
6108,-0.31353611301017104,4.92,16.0,-0.9937137667644232
6113,-0.26740675163001,7.380000000000001,13.0,-0.993965758082618
6117,-0.15632572813097068,6.15,25.0,-0.9962042309869539
6120,-0.26205099939834897,6.15,16.0,-0.9939650124365449
6180,-0.31353611301017104,4.92,16.0,-0.9937137667644232
6333,-0.31353611301017104,4.92,16.0,-0.9937137667644232
6678,-0.2275876853618865,4.92,15.0,-0.9936178412210115
