solID,perfQ,#changes,reliability
632,-0.2137718076611721,4.92,-0.8787632050236004
835,-0.15327482621994454,4.92,-0.8800283744854303
873,-0.15327482621994454,4.92,-0.8800283744854303
878,-0.15327482621994454,4.92,-0.8800283744854303
881,-0.2137718076611721,4.92,-0.8787632050236004
890,-0.15327482621994454,4.92,-0.8800283744854303
899,-0.15327482621994454,4.92,-0.8800283744854303
917,-0.2137718076611721,4.92,-0.8787632050236004
922,-0.2137718076611721,4.92,-0.8787632050236004
928,-0.2137718076611721,4.92,-0.8787632050236004
929,-0.15327482621994454,4.92,-0.8800283744854303
936,-0.15327482621994454,4.92,-0.8800283744854303
937,-0.15327482621994454,4.92,-0.8800283744854303
940,-0.15327482621994454,4.92,-0.8800283744854303
941,-0.15327482621994454,4.92,-0.8800283744854303
1213,-0.15327482621994454,4.92,-0.8800283744854303
