solID,perfQ,#changes,pas,reliability
2354,-0.0889820027586115,8.14,15.0,-0.777041803278584
2409,-0.0889820027586115,8.14,15.0,-0.777041803278584
2845,-0.0889820027586115,8.14,15.0,-0.777041803278584
2857,-0.0889820027586115,8.14,15.0,-0.777041803278584
2963,-0.12941112942949307,6.5600000000000005,13.0,-0.590038590593031
2971,-0.0889820027586115,8.14,15.0,-0.777041803278584
2974,-0.034676290600571834,2.87,13.0,-0.590038590593031
3013,-0.0889820027586115,8.14,15.0,-0.777041803278584
3017,-0.12941112942949307,6.5600000000000005,13.0,-0.590038590593031
3029,-0.09349982001233655,4.1,13.0,-0.590038590593031
3044,-0.12941112942949307,6.5600000000000005,13.0,-0.590038590593031
3053,-0.12941112942949307,6.5600000000000005,13.0,-0.590038590593031
3058,-0.0889820027586115,8.14,15.0,-0.777041803278584
3392,-0.0889820027586115,8.14,15.0,-0.777041803278584
3838,-0.12941112942949307,6.5600000000000005,13.0,-0.590038590593031
3842,-0.0889820027586115,8.14,15.0,-0.777041803278584
