solID,perfQ,#changes,pas,reliability
4109,-0.22836676919761642,4.92,24.0,-0.7633537463492774
4163,-0.22836676919761642,4.92,24.0,-0.7633537463492774
4193,-0.22836676919761642,4.92,24.0,-0.7633537463492774
4222,-0.22836676919761642,4.92,24.0,-0.7633537463492774
4297,-0.18114601848003903,3.69,16.0,-0.8207117855586359
4361,-0.13135322562166693,4.92,16.0,-0.9144016578723886
4383,-0.22836676919761642,4.92,24.0,-0.7633537463492774
4386,-0.18114601848003903,3.69,16.0,-0.8207117855586359
4387,-0.18114601848003903,3.69,16.0,-0.8207117855586359
4390,-0.18114601848003903,3.69,16.0,-0.8207117855586359
4462,-0.22836676919761642,4.92,24.0,-0.7633537463492774
4463,-0.22836676919761642,4.92,24.0,-0.7633537463492774
4472,-0.17322430208357428,4.92,21.0,-0.8358729049439575
4473,-0.22319055932376883,3.69,17.0,-0.02949938190787782
4508,-0.22836676919761642,4.92,24.0,-0.7633537463492774
4537,-0.22836676919761642,4.92,24.0,-0.7633537463492774
