solID,operation,target,to,where
2993,UMLCloneNode,LightDisplay,LightDisplay_aqablbdqub,
2993,UMLCloneNode,CashBox,CashBox_xymmidiwfe,
2993,Move_Component_New_Node,GUIReporting,New-Node_gwhensswwf,
2993,Move_Operation_New_Component_New_Node,startSale,New-Component_odhrkxcnym,New-Node_qkqincntvi
0,UMLCloneNode,LightDisplay,LightDisplay_aqablbdqub,
0,UMLCloneNode,CashBox,CashBox_xymmidiwfe,
0,Move_Component_New_Node,GUIReporting,New-Node_gwhensswwf,
0,Move_Operation_New_Component_New_Node,startSale,New-Component_odhrkxcnym,New-Node_qkqincntvi
0,UMLCloneNode,LightDisplay,LightDisplay_aqablbdqub,
0,UMLCloneNode,CashBox,CashBox_xymmidiwfe,
0,Move_Component_New_Node,GUIReporting,New-Node_gwhensswwf,
0,Move_Operation_New_Component_New_Node,startSale,New-Component_odhrkxcnym,New-Node_qkqincntvi
0,UMLCloneNode,LightDisplay,LightDisplay_aqablbdqub,
0,UMLCloneNode,CashBox,CashBox_xymmidiwfe,
0,Move_Component_New_Node,GUIReporting,New-Node_gwhensswwf,
0,Move_Operation_New_Component_New_Node,startSale,New-Component_odhrkxcnym,New-Node_qkqincntvi
0,UMLCloneNode,LightDisplay,LightDisplay_aqablbdqub,
0,UMLCloneNode,CashBox,CashBox_xymmidiwfe,
0,Move_Component_New_Node,GUIReporting,New-Node_gwhensswwf,
0,Move_Operation_New_Component_New_Node,startSale,New-Component_odhrkxcnym,New-Node_qkqincntvi
0,UMLCloneNode,LightDisplay,LightDisplay_aqablbdqub,
0,UMLCloneNode,CashBox,CashBox_xymmidiwfe,
0,Move_Component_New_Node,GUIReporting,New-Node_gwhensswwf,
0,Move_Operation_New_Component_New_Node,startSale,New-Component_odhrkxcnym,New-Node_qkqincntvi
0,UMLCloneNode,LightDisplay,LightDisplay_aqablbdqub,
0,UMLCloneNode,CashBox,CashBox_xymmidiwfe,
0,Move_Component_New_Node,GUIReporting,New-Node_gwhensswwf,
0,Move_Operation_New_Component_New_Node,startSale,New-Component_odhrkxcnym,New-Node_qkqincntvi
0,UMLCloneNode,LightDisplay,LightDisplay_aqablbdqub,
0,UMLCloneNode,CashBox,CashBox_xymmidiwfe,
0,Move_Component_New_Node,GUIReporting,New-Node_gwhensswwf,
0,Move_Operation_New_Component_New_Node,startSale,New-Component_odhrkxcnym,New-Node_qkqincntvi
0,UMLCloneNode,LightDisplay,LightDisplay_aqablbdqub,
0,UMLCloneNode,CashBox,CashBox_xymmidiwfe,
0,Move_Component_New_Node,GUIReporting,New-Node_gwhensswwf,
0,Move_Operation_New_Component_New_Node,startSale,New-Component_odhrkxcnym,New-Node_qkqincntvi
0,UMLCloneNode,LightDisplay,LightDisplay_aqablbdqub,
0,UMLCloneNode,CashBox,CashBox_xymmidiwfe,
0,Move_Component_New_Node,GUIReporting,New-Node_gwhensswwf,
0,Move_Operation_New_Component_New_Node,startSale,New-Component_odhrkxcnym,New-Node_qkqincntvi
0,UMLCloneNode,EnterpriseClient,EnterpriseClient_rmirxjzzqz,
0,UMLCloneNode,BarCodeScanner,BarCodeScanner_qdinbrpsry,
0,Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_nzkuousoan,New-Node_tjvgraokrs
0,Move_Component_New_Node,PrinterController,New-Node_vkurdifqbs,
0,UMLCloneNode,LightDisplay,LightDisplay_aqablbdqub,
0,UMLCloneNode,CashBox,CashBox_xymmidiwfe,
0,Move_Component_New_Node,GUIReporting,New-Node_gwhensswwf,
0,Move_Operation_New_Component_New_Node,startSale,New-Component_odhrkxcnym,New-Node_qkqincntvi
0,UMLCloneNode,CashBox,CashBox_vjsryricfg,
0,Move_Operation_Component,getMeanTimeToDelivery,DataStore,
0,UMLCloneNode,New-Node_jfkamobqln,New-Node_jfkamobqln_wpmwcxnntn,
0,UMLCloneNode,LightDisplay,LightDisplay_htdhbgqhaj,
0,UMLCloneNode,LightDisplay,LightDisplay_aqablbdqub,
0,UMLCloneNode,CashBox,CashBox_xymmidiwfe,
0,Move_Component_New_Node,GUIReporting,New-Node_gwhensswwf,
0,Move_Operation_New_Component_New_Node,startSale,New-Component_odhrkxcnym,New-Node_qkqincntvi
0,UMLCloneNode,LightDisplay,LightDisplay_aqablbdqub,
0,UMLCloneNode,CashBox,CashBox_xymmidiwfe,
0,Move_Component_New_Node,GUIReporting,New-Node_gwhensswwf,
0,Move_Operation_New_Component_New_Node,startSale,New-Component_odhrkxcnym,New-Node_qkqincntvi
0,UMLCloneNode,EnterpriseClient,EnterpriseClient_rmirxjzzqz,
0,UMLCloneNode,BarCodeScanner,BarCodeScanner_qdinbrpsry,
0,Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_nzkuousoan,New-Node_tjvgraokrs
0,Move_Component_New_Node,PrinterController,New-Node_vkurdifqbs,
