,solID,perfQ,#changes,pas,reliability,usecase,brf_clone,brf_moc,brf_mcnn,brf_moncnn,maxeval,probpas,moncnn,moc,clone,mcnn,action1,action2,action3,action4,target1,target2,target3,target4
907,0.0,0.0209827255841141,5.49,15.0,0.7912570182077715,train-ticket,1.23,1.23,1.23,1.23,82,0.55,1.0,1.0,2.0,0.0,moc,clone,clone,moncnn,modify,container-station,container-station,findAll
0,0.0,0.0209827255841141,7.29,16.0,0.8471106006077714,train-ticket,1.23,1.23,1.23,1.23,72,0.55,1.0,1.0,1.0,1.0,moncnn,moc,clone,mcnn,findAll,modify,container-verification,Ticket-info
16,0.0,0.0209827255841141,6.0600000000000005,16.0,0.8471106006077714,train-ticket,1.23,1.23,1.23,1.23,72,0.55,2.0,0.0,2.0,0.0,moncnn,moncnn,clone,clone,modify,findAll,New-Node_qzrlagdycx,continer-route-plan
1115,0.0,0.0209827255841141,3.03,0.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,82,0.00,1.0,0.0,3.0,0.0,moncnn,clone,clone,clone,modify,container-sso,container-sso_xfsnozrjwv,container-sso_xfsnozrjwv_kuaweqfgto
1007,0.0,0.0209827255841141,5.49,14.0,0.7895527926077714,train-ticket,1.23,1.23,1.23,1.23,72,0.95,1.0,1.0,1.0,1.0,moc,mcnn,clone,moncnn,findAll,Station,New-Node_ozbqwruanj,modify
20,0.0,0.0209827255841141,6.0600000000000005,16.0,0.8471106006077714,train-ticket,1.23,1.23,1.23,1.23,72,0.55,2.0,0.0,2.0,0.0,moncnn,moncnn,clone,clone,modify,findAll,New-Node_qzrlagdycx,continer-route-plan
24,0.0,0.0209827255841141,6.0600000000000005,16.0,0.8471106006077714,train-ticket,1.23,1.23,1.23,1.23,72,0.55,2.0,0.0,2.0,0.0,moncnn,moncnn,clone,clone,modify,findAll,New-Node_qzrlagdycx,continer-route-plan
15,0.0,0.0209827255841141,7.29,16.0,0.8471106006077714,train-ticket,1.23,1.23,1.23,1.23,72,0.55,2.0,0.0,1.0,1.0,moncnn,moncnn,clone,mcnn,findAll,modify,container-verification,Ticket-info
544,92.0,0.0209827255841141,4.67,14.0,0.7912570182077715,train-ticket,1.23,1.64,1.45,1.80,82,0.55,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-travel-plan_fovzhsqxum,modify,container-sso,findAll
14,0.0,0.0209827255841141,7.29,16.0,0.8471106006077714,train-ticket,1.23,1.23,1.23,1.23,72,0.55,2.0,0.0,1.0,1.0,moncnn,moncnn,clone,mcnn,findAll,modify,container-verification,Ticket-info
545,137.0,0.0209827255841141,4.67,14.0,0.7912570182077715,train-ticket,1.23,1.64,1.45,1.80,82,0.55,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-travel-plan_fovzhsqxum,modify,container-sso,findAll
546,161.0,0.0209827255841141,4.67,14.0,0.7912570182077715,train-ticket,1.23,1.64,1.45,1.80,82,0.55,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-travel-plan_fovzhsqxum,modify,container-sso,findAll
12,0.0,0.0209827255841141,7.29,16.0,0.8471106006077714,train-ticket,1.23,1.23,1.23,1.23,72,0.55,2.0,0.0,1.0,1.0,moncnn,moncnn,clone,mcnn,findAll,modify,container-verification,Ticket-info
549,233.0,0.0209827255841141,4.67,14.0,0.7912570182077715,train-ticket,1.23,1.64,1.45,1.80,82,0.55,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-travel-plan_fovzhsqxum,modify,container-sso,findAll
550,283.0,0.0209827255841141,4.67,14.0,0.7912570182077715,train-ticket,1.23,1.64,1.45,1.80,82,0.55,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-travel-plan_fovzhsqxum,modify,container-sso,findAll
552,524.0,0.0209827255841141,4.67,14.0,0.7912570182077715,train-ticket,1.23,1.64,1.45,1.80,82,0.55,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-travel-plan_fovzhsqxum,modify,container-sso,findAll
553,528.0,0.0209827255841141,4.67,14.0,0.7912570182077715,train-ticket,1.23,1.64,1.45,1.80,82,0.55,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-travel-plan_fovzhsqxum,modify,container-sso,findAll
548,168.0,0.0209827255841141,4.67,14.0,0.7912570182077715,train-ticket,1.23,1.64,1.45,1.80,82,0.55,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-travel-plan_fovzhsqxum,modify,container-sso,findAll
555,533.0,0.0209827255841141,4.67,14.0,0.7912570182077715,train-ticket,1.23,1.64,1.45,1.80,82,0.55,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-travel-plan_fovzhsqxum,modify,container-sso,findAll
1,0.0,0.0209827255841141,7.29,16.0,0.8471106006077714,train-ticket,1.23,1.23,1.23,1.23,72,0.55,2.0,0.0,1.0,1.0,moncnn,moncnn,clone,mcnn,findAll,modify,container-verification,Ticket-info
2,0.0,0.0209827255841141,7.29,16.0,0.8471106006077714,train-ticket,1.23,1.23,1.23,1.23,72,0.55,2.0,0.0,1.0,1.0,moncnn,moncnn,clone,mcnn,findAll,modify,container-verification,Ticket-info
3,0.0,0.0209827255841141,7.29,16.0,0.8471106006077714,train-ticket,1.23,1.23,1.23,1.23,72,0.55,2.0,0.0,1.0,1.0,moncnn,moncnn,clone,mcnn,findAll,modify,container-verification,Ticket-info
554,532.0,0.0209827255841141,4.67,14.0,0.7912570182077715,train-ticket,1.23,1.64,1.45,1.80,82,0.55,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-travel-plan_fovzhsqxum,modify,container-sso,findAll
7,0.0,0.0209827255841141,7.29,16.0,0.8471106006077714,train-ticket,1.23,1.23,1.23,1.23,72,0.55,2.0,0.0,1.0,1.0,moncnn,moncnn,clone,mcnn,findAll,modify,container-verification,Ticket-info
8,0.0,0.0209827255841141,7.29,16.0,0.8471106006077714,train-ticket,1.23,1.23,1.23,1.23,72,0.55,2.0,0.0,1.0,1.0,moncnn,moncnn,clone,mcnn,findAll,modify,container-verification,Ticket-info
5,0.0,0.0209827255841141,7.29,16.0,0.8471106006077714,train-ticket,1.23,1.23,1.23,1.23,72,0.55,2.0,0.0,1.0,1.0,moncnn,moncnn,clone,mcnn,findAll,modify,container-verification,Ticket-info
557,538.0,0.0209827255841141,4.67,14.0,0.7912570182077715,train-ticket,1.23,1.64,1.45,1.80,82,0.55,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-travel-plan_fovzhsqxum,modify,container-sso,findAll
10,0.0,0.0209827255841141,7.29,16.0,0.8471106006077714,train-ticket,1.23,1.23,1.23,1.23,72,0.55,2.0,0.0,1.0,1.0,moncnn,moncnn,clone,mcnn,findAll,modify,container-verification,Ticket-info
559,544.0,0.0209827255841141,4.67,14.0,0.7912570182077715,train-ticket,1.23,1.64,1.45,1.80,82,0.55,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-travel-plan_fovzhsqxum,modify,container-sso,findAll
9,0.0,0.0209827255841141,7.29,16.0,0.8471106006077714,train-ticket,1.23,1.23,1.23,1.23,72,0.55,2.0,0.0,1.0,1.0,moncnn,moncnn,clone,mcnn,findAll,modify,container-verification,Ticket-info
11,0.0,0.0209827255841141,7.29,16.0,0.8471106006077714,train-ticket,1.23,1.23,1.23,1.23,72,0.55,2.0,0.0,1.0,1.0,moncnn,moncnn,clone,mcnn,findAll,modify,container-verification,Ticket-info
946,5953.0,0.0263199533981957,4.1,14.0,0.5955344884472895,train-ticket,1.23,1.64,1.45,1.80,102,0.95,0.0,1.0,3.0,0.0,clone,clone,clone,moc,New-Node_hcmuhrzsyg,container-login,container-station,generate
956,7714.0,0.0263199533981957,4.1,14.0,0.5955344884472895,train-ticket,1.23,1.64,1.45,1.80,102,0.95,0.0,1.0,3.0,0.0,clone,clone,clone,moc,New-Node_hcmuhrzsyg,container-login,container-station,generate
952,7644.0,0.0263199533981957,4.1,14.0,0.5955344884472895,train-ticket,1.23,1.64,1.45,1.80,102,0.95,0.0,1.0,3.0,0.0,clone,clone,clone,moc,New-Node_hcmuhrzsyg,container-login,container-station,generate
949,6124.0,0.0263199533981957,4.1,14.0,0.5955344884472895,train-ticket,1.23,1.64,1.45,1.80,102,0.95,0.0,1.0,3.0,0.0,clone,clone,clone,moc,New-Node_hcmuhrzsyg,container-login,container-station,generate
223,0.0,0.0263529052641561,4.83,15.0,0.5242465168614167,train-ticket,1.23,1.23,1.23,1.23,72,0.80,2.0,1.0,1.0,0.0,moncnn,moc,moncnn,clone,getByID,rebook,generate,New-Node_seqcordwrf
485,0.0,0.0263529052641561,6.63,15.0,0.8435992269064596,train-ticket,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,1.0,0.0,moncnn,moncnn,clone,moncnn,generate,findAll,container-sso,updateUser
482,0.0,0.0263529052641561,6.63,15.0,0.8435992269064596,train-ticket,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,1.0,0.0,moncnn,moncnn,clone,moncnn,generate,findAll,container-sso,updateUser
222,0.0,0.0263529052641561,4.83,15.0,0.5242465168614167,train-ticket,1.23,1.23,1.23,1.23,72,0.80,2.0,1.0,1.0,0.0,moncnn,moc,moncnn,clone,getByID,rebook,generate,New-Node_seqcordwrf
483,0.0,0.0263529052641561,6.63,15.0,0.8435992269064596,train-ticket,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,1.0,0.0,moncnn,moncnn,clone,moncnn,generate,findAll,container-sso,updateUser
480,0.0,0.0263529052641561,6.63,15.0,0.8435992269064596,train-ticket,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,1.0,0.0,moncnn,moncnn,clone,moncnn,generate,findAll,container-sso,updateUser
484,0.0,0.0263529052641561,6.63,15.0,0.8435992269064596,train-ticket,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,1.0,0.0,moncnn,moncnn,clone,moncnn,generate,findAll,container-sso,updateUser
487,0.0,0.0263529052641561,6.63,15.0,0.8435992269064596,train-ticket,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,1.0,0.0,moncnn,moncnn,clone,moncnn,generate,findAll,container-sso,updateUser
486,0.0,0.0263529052641561,6.63,15.0,0.8435992269064596,train-ticket,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,1.0,0.0,moncnn,moncnn,clone,moncnn,generate,findAll,container-sso,updateUser
489,0.0,0.0263529052641561,6.63,15.0,0.8435992269064596,train-ticket,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,1.0,0.0,moncnn,moncnn,clone,moncnn,generate,findAll,container-sso,updateUser
490,0.0,0.0263529052641561,6.63,15.0,0.8435992269064596,train-ticket,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,1.0,0.0,moncnn,moncnn,clone,moncnn,generate,findAll,container-sso,updateUser
491,0.0,0.0263529052641561,6.63,15.0,0.8435992269064596,train-ticket,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,1.0,0.0,moncnn,moncnn,clone,moncnn,generate,findAll,container-sso,updateUser
493,0.0,0.0263529052641561,6.63,15.0,0.8435992269064596,train-ticket,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,1.0,0.0,moncnn,moncnn,clone,moncnn,generate,findAll,container-sso,updateUser
494,0.0,0.0263529052641561,6.63,15.0,0.8435992269064596,train-ticket,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,1.0,0.0,moncnn,moncnn,clone,moncnn,generate,findAll,container-sso,updateUser
495,0.0,0.0263529052641561,6.63,15.0,0.8435992269064596,train-ticket,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,1.0,0.0,moncnn,moncnn,clone,moncnn,generate,findAll,container-sso,updateUser
213,0.0,0.0263529052641561,4.83,15.0,0.5242465168614167,train-ticket,1.23,1.23,1.23,1.23,72,0.80,2.0,1.0,1.0,0.0,moncnn,moc,moncnn,clone,getByID,rebook,generate,New-Node_seqcordwrf
679,0.0,0.0263529052641561,4.26,0.0,0.5946319810598328,train-ticket,1.23,1.23,1.23,1.23,72,0.00,1.0,1.0,2.0,0.0,clone,moncnn,clone,moc,New-Node_oipxqnjain,generate,container-station,generate
488,0.0,0.0263529052641561,6.63,15.0,0.8435992269064596,train-ticket,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,1.0,0.0,moncnn,moncnn,clone,moncnn,generate,findAll,container-sso,updateUser
1133,0.0,0.0306418818349255,5.49,0.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,82,0.00,1.0,0.0,2.0,1.0,clone,mcnn,clone,moncnn,New-Node_tbrochjzys,Station,container-login,findAll
417,0.0,0.0306690105967804,3.69,14.0,0.6655310388077714,train-ticket,1.23,1.23,1.23,1.23,82,0.80,0.0,1.0,3.0,0.0,clone,clone,clone,moc,container-seat,container-station,container-station_nmcsfqqney,findAll
418,0.0,0.0306690105967804,3.69,14.0,0.6655310388077714,train-ticket,1.23,1.23,1.23,1.23,82,0.80,0.0,1.0,3.0,0.0,clone,clone,clone,moc,container-seat,container-station,container-station_nmcsfqqney,findAll
427,0.0,0.0306690105967804,3.69,14.0,0.6655310388077714,train-ticket,1.23,1.23,1.23,1.23,82,0.80,0.0,1.0,3.0,0.0,clone,clone,clone,moc,container-seat,container-station,container-station_nmcsfqqney,findAll
424,0.0,0.0306690105967804,3.69,14.0,0.6655310388077714,train-ticket,1.23,1.23,1.23,1.23,82,0.80,0.0,1.0,3.0,0.0,clone,clone,clone,moc,container-seat,container-station,container-station_nmcsfqqney,findAll
23,0.0,0.0306696892628184,4.26,16.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,72,0.55,1.0,0.0,3.0,0.0,clone,moncnn,clone,clone,New-Node_ywhadpqcaf,findAll,New-Node_qzrlagdycx,continer-route-plan
304,58.0,0.0306696892628184,3.44,14.0,0.4297232205627286,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,continer-route-plan_nnvkimclwf,getByID,New-Node_hpizyyprgf,findAll
903,0.0,0.0306696892628184,5.49,16.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,82,0.55,1.0,0.0,3.0,0.0,clone,clone,clone,moncnn,container-verification,container-station,container-station,findAll
307,442.0,0.0306696892628184,3.44,14.0,0.4297232205627286,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,continer-route-plan_nnvkimclwf,getByID,New-Node_hpizyyprgf,findAll
308,443.0,0.0306696892628184,3.44,14.0,0.4297232205627286,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,continer-route-plan_nnvkimclwf,getByID,New-Node_hpizyyprgf,findAll
908,0.0,0.0306696892628184,5.49,16.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,82,0.55,1.0,0.0,3.0,0.0,clone,clone,clone,moncnn,container-verification,container-station,container-station,findAll
309,451.0,0.0306696892628184,3.44,14.0,0.4297232205627286,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,continer-route-plan_nnvkimclwf,getByID,New-Node_hpizyyprgf,findAll
311,463.0,0.0306696892628184,3.44,14.0,0.4297232205627286,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,continer-route-plan_nnvkimclwf,getByID,New-Node_hpizyyprgf,findAll
312,470.0,0.0306696892628184,3.44,14.0,0.4297232205627286,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,continer-route-plan_nnvkimclwf,getByID,New-Node_hpizyyprgf,findAll
314,478.0,0.0306696892628184,3.44,14.0,0.4297232205627286,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,continer-route-plan_nnvkimclwf,getByID,New-Node_hpizyyprgf,findAll
316,480.0,0.0306696892628184,3.44,14.0,0.4297232205627286,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,continer-route-plan_nnvkimclwf,getByID,New-Node_hpizyyprgf,findAll
317,481.0,0.0306696892628184,3.44,14.0,0.4297232205627286,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,continer-route-plan_nnvkimclwf,getByID,New-Node_hpizyyprgf,findAll
318,485.0,0.0306696892628184,3.44,14.0,0.4297232205627286,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,continer-route-plan_nnvkimclwf,getByID,New-Node_hpizyyprgf,findAll
817,4296.0,0.0328884938293017,3.44,0.0,0.5328357705627286,train-ticket,1.23,1.64,1.45,1.80,72,0.00,1.0,1.0,1.0,1.0,clone,mcnn,moncnn,moc,New-Node_uxhgwpmbbd,New-Component_btrowqvhja,getByID,modify
830,5106.0,0.0328884938293017,3.44,0.0,0.5328357705627286,train-ticket,1.23,1.64,1.45,1.80,72,0.00,1.0,1.0,1.0,1.0,clone,mcnn,moncnn,moc,New-Node_uxhgwpmbbd,New-Component_btrowqvhja,getByID,modify
828,4717.0,0.0328884938293017,3.44,0.0,0.5328357705627286,train-ticket,1.23,1.64,1.45,1.80,72,0.00,1.0,1.0,1.0,1.0,clone,mcnn,moncnn,moc,New-Node_uxhgwpmbbd,New-Component_btrowqvhja,getByID,modify
827,4716.0,0.0328884938293017,3.44,0.0,0.5328357705627286,train-ticket,1.23,1.64,1.45,1.80,72,0.00,1.0,1.0,1.0,1.0,clone,mcnn,moncnn,moc,New-Node_uxhgwpmbbd,New-Component_btrowqvhja,getByID,modify
1150,0.0,0.0328884938293017,8.52,0.0,0.8465975606077715,train-ticket,1.23,1.23,1.23,1.23,82,0.00,2.0,0.0,1.0,1.0,moncnn,clone,mcnn,moncnn,modify,continer-route-plan,Station,updateUser
271,0.0,0.0328884938293017,5.49,15.0,0.8465975606077715,train-ticket,1.23,1.23,1.23,1.23,102,0.80,1.0,1.0,1.0,1.0,clone,moncnn,moc,mcnn,container-seat_gtsnkyjuwe,modify,updateUser,Travel-plan
818,4300.0,0.0328884938293017,3.44,0.0,0.5328357705627286,train-ticket,1.23,1.64,1.45,1.80,72,0.00,1.0,1.0,1.0,1.0,clone,mcnn,moncnn,moc,New-Node_uxhgwpmbbd,New-Component_btrowqvhja,getByID,modify
267,0.0,0.0328884938293017,5.49,15.0,0.8465975606077715,train-ticket,1.23,1.23,1.23,1.23,102,0.80,1.0,1.0,1.0,1.0,clone,moncnn,moc,mcnn,container-seat_gtsnkyjuwe,modify,updateUser,Travel-plan
266,0.0,0.0328884938293017,5.49,15.0,0.8465975606077715,train-ticket,1.23,1.23,1.23,1.23,102,0.80,1.0,1.0,1.0,1.0,clone,moncnn,moc,mcnn,container-seat_gtsnkyjuwe,modify,updateUser,Travel-plan
824,4708.0,0.0328884938293017,3.44,0.0,0.5328357705627286,train-ticket,1.23,1.64,1.45,1.80,72,0.00,1.0,1.0,1.0,1.0,clone,mcnn,moncnn,moc,New-Node_uxhgwpmbbd,New-Component_btrowqvhja,getByID,modify
823,4705.0,0.0328884938293017,3.44,0.0,0.5328357705627286,train-ticket,1.23,1.64,1.45,1.80,72,0.00,1.0,1.0,1.0,1.0,clone,mcnn,moncnn,moc,New-Node_uxhgwpmbbd,New-Component_btrowqvhja,getByID,modify
265,0.0,0.0328884938293017,5.49,15.0,0.8465975606077715,train-ticket,1.23,1.23,1.23,1.23,102,0.80,1.0,1.0,1.0,1.0,clone,moncnn,moc,mcnn,container-seat_gtsnkyjuwe,modify,updateUser,Travel-plan
822,4697.0,0.0328884938293017,3.44,0.0,0.5328357705627286,train-ticket,1.23,1.64,1.45,1.80,72,0.00,1.0,1.0,1.0,1.0,clone,mcnn,moncnn,moc,New-Node_uxhgwpmbbd,New-Component_btrowqvhja,getByID,modify
263,0.0,0.0328884938293017,5.49,15.0,0.8465975606077715,train-ticket,1.23,1.23,1.23,1.23,102,0.80,1.0,1.0,1.0,1.0,clone,moncnn,moc,mcnn,container-seat_gtsnkyjuwe,modify,updateUser,Travel-plan
816,4114.0,0.0328884938293017,3.44,0.0,0.5328357705627286,train-ticket,1.23,1.64,1.45,1.80,72,0.00,1.0,1.0,1.0,1.0,clone,mcnn,moncnn,moc,New-Node_uxhgwpmbbd,New-Component_btrowqvhja,getByID,modify
259,0.0,0.0328884938293017,5.49,15.0,0.8465975606077715,train-ticket,1.23,1.23,1.23,1.23,102,0.80,1.0,1.0,1.0,1.0,clone,moncnn,moc,mcnn,container-seat_gtsnkyjuwe,modify,updateUser,Travel-plan
821,4455.0,0.0328884938293017,3.44,0.0,0.5328357705627286,train-ticket,1.23,1.64,1.45,1.80,72,0.00,1.0,1.0,1.0,1.0,clone,mcnn,moncnn,moc,New-Node_uxhgwpmbbd,New-Component_btrowqvhja,getByID,modify
820,4429.0,0.0328884938293017,3.44,0.0,0.5328357705627286,train-ticket,1.23,1.64,1.45,1.80,72,0.00,1.0,1.0,1.0,1.0,clone,mcnn,moncnn,moc,New-Node_uxhgwpmbbd,New-Component_btrowqvhja,getByID,modify
819,4320.0,0.0328884938293017,3.44,0.0,0.5328357705627286,train-ticket,1.23,1.64,1.45,1.80,72,0.00,1.0,1.0,1.0,1.0,clone,mcnn,moncnn,moc,New-Node_uxhgwpmbbd,New-Component_btrowqvhja,getByID,modify
825,4709.0,0.0328884938293017,3.44,0.0,0.5328357705627286,train-ticket,1.23,1.64,1.45,1.80,72,0.00,1.0,1.0,1.0,1.0,clone,mcnn,moncnn,moc,New-Node_kgzysbdvfh,New-Component_btrowqvhja,getByID,modify
831,5536.0,0.0328884938293017,3.44,0.0,0.5328357705627286,train-ticket,1.23,1.64,1.45,1.80,72,0.00,1.0,1.0,1.0,1.0,clone,mcnn,moncnn,moc,New-Node_uxhgwpmbbd,New-Component_btrowqvhja,getByID,modify
829,4805.0,0.0328884938293017,3.44,0.0,0.5328357705627286,train-ticket,1.23,1.64,1.45,1.80,72,0.00,1.0,1.0,1.0,1.0,clone,mcnn,moncnn,moc,New-Node_uxhgwpmbbd,New-Component_btrowqvhja,getByID,modify
1137,0.0,0.0328884938293017,8.52,0.0,0.8465975606077715,train-ticket,1.23,1.23,1.23,1.23,82,0.00,2.0,0.0,1.0,1.0,moncnn,clone,mcnn,moncnn,modify,continer-route-plan,Station,updateUser
1148,0.0,0.0328884938293017,8.52,0.0,0.8465975606077715,train-ticket,1.23,1.23,1.23,1.23,82,0.00,2.0,0.0,1.0,1.0,moncnn,clone,mcnn,moncnn,modify,continer-route-plan,Station,updateUser
1144,0.0,0.0328884938293017,8.52,0.0,0.8465975606077715,train-ticket,1.23,1.23,1.23,1.23,82,0.00,2.0,0.0,1.0,1.0,moncnn,clone,mcnn,moncnn,modify,continer-route-plan,Station,updateUser
1146,0.0,0.0328884938293017,8.52,0.0,0.8465975606077715,train-ticket,1.23,1.23,1.23,1.23,82,0.00,2.0,0.0,1.0,1.0,moncnn,clone,mcnn,moncnn,modify,continer-route-plan,Station,updateUser
1140,0.0,0.0328884938293017,8.52,0.0,0.8465975606077715,train-ticket,1.23,1.23,1.23,1.23,82,0.00,2.0,0.0,1.0,1.0,moncnn,clone,mcnn,moncnn,modify,continer-route-plan,Station,updateUser
1139,0.0,0.0328884938293017,8.52,0.0,0.8465975606077715,train-ticket,1.23,1.23,1.23,1.23,82,0.00,2.0,0.0,1.0,1.0,moncnn,clone,mcnn,moncnn,modify,continer-route-plan,Station,updateUser
1147,0.0,0.0328884938293017,8.52,0.0,0.8465975606077715,train-ticket,1.23,1.23,1.23,1.23,82,0.00,2.0,0.0,1.0,1.0,moncnn,clone,mcnn,moncnn,modify,continer-route-plan,Station,updateUser
305,70.0,0.0344950000747104,5.24,15.0,0.6559074591909902,train-ticket,1.23,1.64,1.45,1.80,102,0.80,2.0,1.0,1.0,0.0,clone,moc,moncnn,moncnn,New-Node_wdceotfqrn,modify,verify,verify
315,479.0,0.0344950000747104,5.24,15.0,0.6559074591909902,train-ticket,1.23,1.64,1.45,1.80,102,0.80,2.0,1.0,1.0,0.0,clone,moc,moncnn,moncnn,New-Node_wdceotfqrn,modify,verify,verify
709,0.0,0.0346762906005718,3.69,0.0,0.5923044726626379,train-ticket,1.23,1.23,1.23,1.23,72,0.00,0.0,1.0,3.0,0.0,clone,clone,moc,clone,container-sso,container-order-other,verify,container-order-other_oodjbpjbnz
1078,2974.0,0.0346762906005718,2.87,13.0,0.590038590593031,train-ticket,1.23,1.64,1.45,1.80,82,0.80,0.0,1.0,2.0,1.0,clone,moc,mcnn,clone,container-verification_sqgmwbhezx,verify,New-Component_ybrslyahhq,container-sso
127,0.0,0.0359089699157772,7.950000000000001,0.0,0.7898314710077715,train-ticket,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,2.0,0.0,moncnn,clone,clone,moc,findAll,container-seat,container-rebook,modify
697,0.0,0.0359295179392585,5.49,0.0,0.5254430505627286,train-ticket,1.23,1.23,1.23,1.23,72,0.00,1.0,1.0,1.0,1.0,moc,mcnn,clone,moncnn,rebook,Station,New-Node_iqwqzpfeyd,getByID
401,0.0,0.0432169083647883,4.83,14.0,0.7159176605627285,train-ticket,1.23,1.23,1.23,1.23,82,0.80,2.0,1.0,0.0,1.0,moncnn,mcnn,moc,moncnn,findAll,New-Component_oxsupiizrr,rebook,updateUser
415,0.0,0.0432169083647883,4.83,14.0,0.7159176605627285,train-ticket,1.23,1.23,1.23,1.23,82,0.80,2.0,1.0,0.0,1.0,moncnn,mcnn,moc,moncnn,findAll,New-Component_oxsupiizrr,rebook,updateUser
412,0.0,0.0432169083647883,4.83,14.0,0.7159176605627285,train-ticket,1.23,1.23,1.23,1.23,82,0.80,2.0,1.0,0.0,1.0,moncnn,mcnn,moc,moncnn,findAll,New-Component_oxsupiizrr,rebook,updateUser
407,0.0,0.0432169083647883,4.83,14.0,0.7159176605627285,train-ticket,1.23,1.23,1.23,1.23,82,0.80,2.0,1.0,0.0,1.0,moncnn,mcnn,moc,moncnn,findAll,New-Component_oxsupiizrr,rebook,updateUser
241,0.0,0.044352731050043,4.92,15.0,0.5918666058598052,train-ticket,1.23,1.23,1.23,1.23,102,0.80,0.0,1.0,3.0,0.0,clone,moc,clone,clone,container-sso,generate,container-ticket-info,container-ticket-info_cvecblcnos
243,0.0,0.044352731050043,4.92,15.0,0.5918666058598052,train-ticket,1.23,1.23,1.23,1.23,102,0.80,0.0,1.0,3.0,0.0,clone,moc,clone,clone,container-sso,generate,container-ticket-info,container-ticket-info_cvecblcnos
244,0.0,0.044352731050043,4.92,15.0,0.5918666058598052,train-ticket,1.23,1.23,1.23,1.23,102,0.80,0.0,1.0,3.0,0.0,clone,moc,clone,clone,container-sso,generate,container-ticket-info,container-ticket-info_cvecblcnos
245,0.0,0.044352731050043,4.92,15.0,0.5918666058598052,train-ticket,1.23,1.23,1.23,1.23,102,0.80,0.0,1.0,3.0,0.0,clone,moc,clone,clone,container-sso,generate,container-ticket-info,container-ticket-info_cvecblcnos
