Move_Component_New_Node,Move_Operation_Component,Move_Operation_New_Component_New_Node,UMLCloneNode,perfQ,#changes,reliability
0,0,0,4,-0.194204427739709,3.69,-0.763086383988203
0,0,0,4,-0.194204427739709,3.69,-0.763086383988203
0,0,0,4,-0.215381398313249,9.84,-0.763086383988203
0,0,0,4,-0.265494779233474,4.92,-0.763086383988203
0,0,0,4,-0.33678513072724,6.15,-0.763086383988203
0,0,0,4,-0.33678513072724,6.15,-0.763086383988203
0,0,0,4,-0.33678513072724,6.15,-0.763086383988203
0,0,0,4,-0.17094736287614,2.46,-0.763086383988203
0,0,0,4,-0.17094736287614,2.46,-0.763086383988203
0,0,0,4,-0.193061800079102,3.69,-0.763086383988203
0,0,1,3,-0.336622879582021,6.15,-0.763243080283161
0,0,1,3,-0.336622879582021,6.15,-0.763243080283161
0,0,1,3,-0.336622879582021,6.15,-0.763243080283161
0,0,1,3,-0.336622879582021,6.15,-0.763243080283161
0,0,1,3,-0.336622879582021,6.15,-0.763243080283161
0,0,1,3,-0.336622879582021,6.15,-0.763243080283161
0,0,1,3,-0.336622879582021,6.15,-0.763243080283161
0,0,1,3,-0.336622879582021,6.15,-0.763243080283161
0,0,1,3,-0.336622879582021,6.15,-0.763243080283161
0,0,1,3,-0.185440417079503,3.69,-0.819440046370705
0,0,1,3,-0.185440417079503,3.69,-0.819440046370705
0,0,1,3,-0.185440417079503,3.69,-0.819440046370705
0,0,1,3,-0.185440417079503,3.69,-0.819440046370705
0,0,1,3,-0.185440417079503,3.69,-0.819440046370705
0,0,1,3,-0.185440417079503,3.69,-0.819440046370705
0,0,1,3,-0.185440417079503,3.69,-0.819440046370705
0,0,1,3,-0.185440417079503,3.69,-0.819440046370705
0,0,1,3,-0.185440417079503,3.69,-0.819440046370705
0,0,1,3,-0.121267355209839,3.69,-0.762310242232284
0,0,1,3,-0.121267355209839,3.69,-0.762310242232284
0,0,1,3,-0.121267355209839,3.69,-0.762310242232284
0,0,1,3,-0.121267355209839,3.69,-0.762310242232284
0,0,1,3,-0.121267355209839,3.69,-0.762310242232284
0,0,1,3,-0.121267355209839,3.69,-0.762310242232284
0,0,1,3,-0.121267355209839,3.69,-0.762310242232284
0,0,1,3,-0.336763987969024,6.15,-0.763126419542739
0,0,1,3,-0.336763987969024,6.15,-0.763126419542739
0,0,1,3,-0.336763987969024,6.15,-0.763126419542739
0,0,1,3,-0.336763987969024,6.15,-0.763126419542739
0,0,1,3,-0.336763987969024,6.15,-0.763126419542739
0,0,1,3,-0.283999094298949,7.38,-0.763245619635803
0,0,1,3,-0.181688919543627,3.69,-0.763360773614264
0,0,1,3,-0.181688919543627,3.69,-0.763360773614264
0,0,1,3,-0.178909413428584,3.69,-0.763245619635803
0,0,1,3,-0.10780943914821,2.46,-0.763245619635803
0,0,1,3,-0.241539329967523,6.15,-0.820711785558636
0,0,1,3,-0.087344553701619,2.46,-0.81973357658136
0,0,1,3,-0.087344553701619,2.46,-0.81973357658136
0,0,1,3,-0.087344553701619,2.46,-0.81973357658136
0,0,1,3,-0.283999094298949,7.38,-0.763245619635803
0,0,1,3,-0.283999094298949,7.38,-0.763245619635803
0,0,1,3,-0.257393844064468,6.15,-0.763245619635803
0,0,1,3,-0.181146018480039,3.69,-0.820711785558636
0,0,1,3,-0.181146018480039,3.69,-0.820711785558636
0,0,1,3,-0.181146018480039,3.69,-0.820711785558636
0,0,1,3,-0.181146018480039,3.69,-0.820711785558636
0,0,1,3,-0.254139551297051,4.92,-0.81973357658136
0,0,1,3,-0.288558275838728,6.15,-0.820711785558636
0,0,1,3,-0.288558275838728,6.15,-0.820711785558636
0,0,1,3,-0.288558275838728,6.15,-0.820711785558636
0,0,1,3,-0.288558275838728,6.15,-0.820711785558636
0,0,1,3,-0.288558275838728,6.15,-0.820711785558636
0,0,1,3,-0.288558275838728,6.15,-0.820711785558636
0,0,1,3,-0.288558275838728,6.15,-0.820711785558636
0,0,1,3,-0.288558275838728,6.15,-0.820711785558636
0,0,1,3,-0.288558275838728,6.15,-0.820711785558636
0,0,1,3,-0.288558275838728,6.15,-0.820711785558636
0,0,1,3,-0.288558275838728,6.15,-0.820711785558636
0,0,1,3,-0.288558275838728,6.15,-0.820711785558636
0,0,1,3,-0.288558275838728,6.15,-0.820711785558636
0,0,1,3,-0.288558275838728,6.15,-0.820711785558636
0,0,2,2,-0.208014425902705,6.15,-0.819599282018305
0,0,2,2,-0.208014425902705,6.15,-0.819599282018305
0,0,2,2,-0.208014425902705,6.15,-0.819599282018305
0,0,2,2,-0.208014425902705,6.15,-0.819599282018305
0,0,2,2,-0.208014425902705,6.15,-0.819599282018305
0,0,2,2,-0.208014425902705,6.15,-0.819599282018305
0,0,2,2,-0.208014425902705,6.15,-0.819599282018305
0,0,2,2,-0.208014425902705,6.15,-0.819599282018305
