,solID,perfQ,#changes,pas,reliability,usecase,brf_clone,brf_moc,brf_mcnn,brf_moncnn,maxeval,probpas,clone,mcnn,action1,action2,action3,action4,target1,target2,target3,target4,moc,moncnn
779,3087,0.2304732114851972,6.15,16.0,0.7739362772507921,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.80,2.0,1.0,clone,mcnn,clone,moncnn,EnterpriseClient,PrinterController,LightDisplay,queryStockItem,0.0,1.0
780,3088,0.2304732114851972,6.15,16.0,0.7739362772507921,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.80,2.0,1.0,clone,mcnn,clone,moncnn,EnterpriseClient,PrinterController,LightDisplay,queryStockItem,0.0,1.0
782,3768,0.2304732114851972,6.15,16.0,0.7739362772507921,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.80,2.0,1.0,clone,mcnn,clone,moncnn,EnterpriseClient,PrinterController,LightDisplay,queryStockItem,0.0,1.0
783,5568,0.2304732114851972,6.15,16.0,0.7739362772507921,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.80,2.0,1.0,clone,mcnn,clone,moncnn,EnterpriseClient,PrinterController,LightDisplay,queryStockItem,0.0,1.0
1015,3088,0.2308200532226472,7.0,17.0,0.0243056721184734,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,2.0,1.0,clone,mcnn,moc,clone,EnterpriseClient,CashDeskGUI,createReport,LightDisplay,1.0,0.0
1032,6490,0.2308443572694907,4.319999999999999,16.0,0.0536250679610245,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,2.0,1.0,clone,mcnn,clone,moc,EnterpriseClient,Reporting,EnterpriseServer_daelcrsxuw,startSale,1.0,0.0
1039,6586,0.2308443572694907,4.319999999999999,16.0,0.0536250679610245,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,2.0,1.0,clone,mcnn,clone,moc,EnterpriseClient,Reporting,EnterpriseServer_daelcrsxuw,startSale,1.0,0.0
32,3269,0.233341270668996,8.36,9.0,0.7636788279184933,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.95,2.0,0.0,moncnn,clone,moc,clone,startSale,EnterpriseServer,getTransaction,StoreServer,1.0,1.0
38,4581,0.233341270668996,8.36,9.0,0.7636788279184933,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.95,2.0,0.0,moncnn,clone,moc,clone,startSale,EnterpriseServer,getTransaction,StoreServer,1.0,1.0
324,2312,0.2401988909091685,5.33,17.0,0.8719001882448444,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.55,3.0,0.0,moc,clone,clone,clone,enterOrderID,CashBox,EnterpriseClient,Printer,1.0,0.0
719,560,0.2404329330093655,7.13,13.0,0.8353396015559782,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.80,2.0,0.0,clone,moc,moncnn,clone,CashBox,saleStartedEvent,enterOrderID,EnterpriseServer,1.0,1.0
718,142,0.2404329330093655,7.13,13.0,0.8353396015559782,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.80,2.0,0.0,clone,moc,moncnn,clone,CashBox,saleStartedEvent,enterOrderID,EnterpriseServer,1.0,1.0
716,129,0.2404329330093655,7.13,13.0,0.8353396015559782,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.80,2.0,0.0,clone,moc,moncnn,clone,CashBox,saleStartedEvent,enterOrderID,EnterpriseServer,1.0,1.0
715,128,0.2404329330093655,7.13,13.0,0.8353396015559782,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.80,2.0,0.0,clone,moc,moncnn,clone,CashBox,saleStartedEvent,enterOrderID,EnterpriseServer,1.0,1.0
713,114,0.2404329330093655,7.13,13.0,0.8353396015559782,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.80,2.0,0.0,clone,moc,moncnn,clone,CashBox,saleStartedEvent,enterOrderID,EnterpriseServer,1.0,1.0
712,110,0.2404329330093655,7.13,13.0,0.8353396015559782,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.80,2.0,0.0,clone,moc,moncnn,clone,CashBox,saleStartedEvent,enterOrderID,EnterpriseServer,1.0,1.0
711,105,0.2404329330093655,7.13,13.0,0.8353396015559782,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.80,2.0,0.0,clone,moc,moncnn,clone,CashBox,saleStartedEvent,enterOrderID,EnterpriseServer,1.0,1.0
710,104,0.2404329330093655,7.13,13.0,0.8353396015559782,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.80,2.0,0.0,clone,moc,moncnn,clone,CashBox,saleStartedEvent,enterOrderID,EnterpriseServer,1.0,1.0
709,101,0.2404329330093655,7.13,13.0,0.8353396015559782,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.80,2.0,0.0,clone,moc,moncnn,clone,CashBox,saleStartedEvent,enterOrderID,EnterpriseServer,1.0,1.0
708,92,0.2404329330093655,7.13,13.0,0.8353396015559782,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.80,2.0,0.0,clone,moc,moncnn,clone,CashBox,saleStartedEvent,enterOrderID,EnterpriseServer,1.0,1.0
707,85,0.2404329330093655,7.13,13.0,0.8353396015559782,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.80,2.0,0.0,clone,moc,moncnn,clone,CashBox,saleStartedEvent,enterOrderID,EnterpriseServer,1.0,1.0
706,72,0.2404329330093655,7.13,13.0,0.8353396015559782,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.80,2.0,0.0,clone,moc,moncnn,clone,CashBox,saleStartedEvent,enterOrderID,EnterpriseServer,1.0,1.0
705,65,0.2404329330093655,7.13,13.0,0.8353396015559782,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.80,2.0,0.0,clone,moc,moncnn,clone,CashBox,saleStartedEvent,enterOrderID,EnterpriseServer,1.0,1.0
704,12,0.2404329330093655,7.13,13.0,0.8353396015559782,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.80,2.0,0.0,clone,moc,moncnn,clone,CashBox,saleStartedEvent,enterOrderID,EnterpriseServer,1.0,1.0
634,3814,0.241539329967523,6.15,16.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.55,3.0,0.0,moncnn,clone,clone,clone,getEnterpriseByID,Printer,LightDisplay,EnterpriseServer,0.0,1.0
825,2474,0.2420742089030614,5.49,16.0,0.7631264195427387,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.55,3.0,0.0,moncnn,clone,clone,clone,scanProduct,CashBox,EnterpriseClient,CashBox,0.0,1.0
428,8382,0.2420931213510822,4.26,16.0,0.7632430802831613,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.80,3.0,0.0,clone,moncnn,clone,clone,EnterpriseClient,startSale,Printer,Printer_vgpbbuavqu,0.0,1.0
426,8367,0.2420931213510822,4.26,16.0,0.7632430802831613,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.80,3.0,0.0,clone,moncnn,clone,clone,EnterpriseClient,startSale,Printer,Printer_vgpbbuavqu,0.0,1.0
421,8342,0.2420931213510822,4.26,16.0,0.7632430802831613,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.80,3.0,0.0,clone,moncnn,clone,clone,EnterpriseClient,startSale,Printer,Printer_vgpbbuavqu,0.0,1.0
431,8498,0.2420931213510822,4.26,16.0,0.7632430802831613,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.80,3.0,0.0,clone,moncnn,clone,clone,EnterpriseClient,startSale,Printer,Printer_vgpbbuavqu,0.0,1.0
144,4422,0.2421917152779568,7.04,0.0,0.9192702502611032,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,0.0,0.0,moc,moncnn,moncnn,moncnn,startSale,getEnterpriseByID,enterOrderID,getMeanTimeToDelivery,1.0,3.0
145,4451,0.2421917152779568,7.04,0.0,0.9192702502611032,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,0.0,0.0,moc,moncnn,moncnn,moncnn,startSale,getEnterpriseByID,enterOrderID,getMeanTimeToDelivery,1.0,3.0
146,4475,0.2421917152779568,7.04,0.0,0.9192702502611032,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,0.0,0.0,moc,moncnn,moncnn,moncnn,startSale,getEnterpriseByID,enterOrderID,getMeanTimeToDelivery,1.0,3.0
150,4512,0.2421917152779568,7.04,0.0,0.9192702502611032,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,0.0,0.0,moc,moncnn,moncnn,moncnn,startSale,getEnterpriseByID,enterOrderID,getMeanTimeToDelivery,1.0,3.0
154,4569,0.2421917152779568,7.04,0.0,0.9192702502611032,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,0.0,0.0,moc,moncnn,moncnn,moncnn,startSale,getEnterpriseByID,enterOrderID,getMeanTimeToDelivery,1.0,3.0
155,4610,0.2421917152779568,7.04,0.0,0.9192702502611032,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,0.0,0.0,moc,moncnn,moncnn,moncnn,startSale,getEnterpriseByID,enterOrderID,getMeanTimeToDelivery,1.0,3.0
157,4631,0.2421917152779568,7.04,0.0,0.9192702502611032,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,0.0,0.0,moc,moncnn,moncnn,moncnn,startSale,getEnterpriseByID,enterOrderID,getMeanTimeToDelivery,1.0,3.0
159,4666,0.2421917152779568,7.04,0.0,0.9192702502611032,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,0.0,0.0,moc,moncnn,moncnn,moncnn,startSale,getEnterpriseByID,enterOrderID,getMeanTimeToDelivery,1.0,3.0
828,2548,0.2422368455985723,4.92,16.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.55,4.0,0.0,clone,clone,clone,clone,LightDisplay,CashBox,EnterpriseClient,CashBox,0.0,0.0
327,2319,0.2422420599744879,3.69,16.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.55,4.0,0.0,clone,clone,clone,clone,New-Node_krhzlyudna,CashBox,EnterpriseClient,Printer,0.0,0.0
1118,7283,0.2489015859175199,6.15,13.0,0.8821656558182159,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,2.0,0.0,moncnn,moc,clone,clone,startSale,rollInReceivedOrder,EnterpriseServer,LightDisplay,1.0,1.0
1117,7282,0.2489015859175199,6.15,13.0,0.8821656558182159,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,2.0,0.0,moncnn,moc,clone,clone,startSale,rollInReceivedOrder,EnterpriseServer,LightDisplay,1.0,1.0
1114,6908,0.2489015859175199,6.15,13.0,0.8821656558182159,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,2.0,0.0,moncnn,moc,clone,clone,startSale,rollInReceivedOrder,EnterpriseServer,LightDisplay,1.0,1.0
1113,6905,0.2489015859175199,6.15,13.0,0.8821656558182159,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,2.0,0.0,moncnn,moc,clone,clone,startSale,rollInReceivedOrder,EnterpriseServer,LightDisplay,1.0,1.0
1112,6904,0.2489015859175199,6.15,13.0,0.8821656558182159,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,2.0,0.0,moncnn,moc,clone,clone,startSale,rollInReceivedOrder,EnterpriseServer,LightDisplay,1.0,1.0
1111,6842,0.2489015859175199,6.15,13.0,0.8821656558182159,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,2.0,0.0,moncnn,moc,clone,clone,startSale,rollInReceivedOrder,EnterpriseServer,LightDisplay,1.0,1.0
1110,6787,0.2489015859175199,6.15,13.0,0.8821656558182159,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,2.0,0.0,moncnn,moc,clone,clone,startSale,rollInReceivedOrder,EnterpriseServer,LightDisplay,1.0,1.0
1109,6779,0.2489015859175199,6.15,13.0,0.8821656558182159,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,2.0,0.0,moncnn,moc,clone,clone,startSale,rollInReceivedOrder,EnterpriseServer,LightDisplay,1.0,1.0
1108,6778,0.2489015859175199,6.15,13.0,0.8821656558182159,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,2.0,0.0,moncnn,moc,clone,clone,startSale,rollInReceivedOrder,EnterpriseServer,LightDisplay,1.0,1.0
1105,6736,0.2489015859175199,6.15,13.0,0.8821656558182159,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,2.0,0.0,moncnn,moc,clone,clone,startSale,rollInReceivedOrder,EnterpriseServer,LightDisplay,1.0,1.0
1104,6721,0.2489015859175199,6.15,13.0,0.8821656558182159,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,2.0,0.0,moncnn,moc,clone,clone,startSale,rollInReceivedOrder,EnterpriseServer,LightDisplay,1.0,1.0
498,4399,0.2500270366414094,6.06,17.0,0.7634324434373215,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.95,2.0,0.0,clone,clone,moncnn,moncnn,BarCodeScanner,LightDisplay,saleStartedEvent,startSale,0.0,2.0
505,4937,0.2500270366414094,6.06,17.0,0.7634324434373215,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.95,2.0,0.0,clone,clone,moncnn,moncnn,BarCodeScanner,LightDisplay,saleStartedEvent,startSale,0.0,2.0
273,3188,0.2507700511750134,7.95,13.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.80,3.0,0.0,clone,moncnn,clone,clone,EnterpriseServer,getEnterpriseByID,Printer,StoreServer,0.0,1.0
287,4675,0.2507700511750134,7.95,13.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.80,3.0,0.0,clone,moncnn,clone,clone,EnterpriseServer,getEnterpriseByID,Printer,StoreServer,0.0,1.0
457,5046,0.2522949565281822,6.15,16.0,0.8196328834943498,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,1.0,1.0,moncnn,clone,moncnn,mcnn,scanProduct,EnterpriseClient,getMeanTimeToDelivery,PrinterController,0.0,2.0
449,4996,0.2522949565281822,6.15,16.0,0.8196328834943498,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,1.0,1.0,moncnn,clone,moncnn,mcnn,scanProduct,EnterpriseClient,getMeanTimeToDelivery,PrinterController,0.0,2.0
453,5019,0.2522949565281822,6.15,16.0,0.8196328834943498,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,1.0,1.0,moncnn,clone,moncnn,mcnn,scanProduct,EnterpriseClient,getMeanTimeToDelivery,PrinterController,0.0,2.0
454,5020,0.2522949565281822,6.15,16.0,0.8196328834943498,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,1.0,1.0,moncnn,clone,moncnn,mcnn,scanProduct,EnterpriseClient,getMeanTimeToDelivery,PrinterController,0.0,2.0
462,5422,0.2522949565281822,6.15,16.0,0.8196328834943498,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,1.0,1.0,moncnn,clone,moncnn,mcnn,scanProduct,EnterpriseClient,getMeanTimeToDelivery,PrinterController,0.0,2.0
480,2046,0.2524426321075244,5.49,15.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.95,3.0,0.0,moncnn,clone,clone,clone,getEnterpriseByID,LightDisplay,CashBox,EnterpriseClient,0.0,1.0
489,2104,0.2524426321075244,5.49,15.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.95,3.0,0.0,moncnn,clone,clone,clone,getEnterpriseByID,LightDisplay,CashBox,EnterpriseClient,0.0,1.0
483,2062,0.2524426321075244,5.49,15.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.95,3.0,0.0,moncnn,clone,clone,clone,getEnterpriseByID,LightDisplay,CashBox,EnterpriseClient,0.0,1.0
493,2125,0.2524426321075244,5.49,15.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.95,3.0,0.0,moncnn,clone,clone,clone,getEnterpriseByID,LightDisplay,CashBox,EnterpriseClient,0.0,1.0
492,2117,0.2524426321075244,5.49,15.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.95,3.0,0.0,moncnn,clone,clone,clone,getEnterpriseByID,LightDisplay,CashBox,EnterpriseClient,0.0,1.0
494,2200,0.2524426321075244,5.49,15.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.95,3.0,0.0,moncnn,clone,clone,clone,getEnterpriseByID,LightDisplay,CashBox,EnterpriseClient,0.0,1.0
484,2081,0.2524426321075244,5.49,15.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.95,3.0,0.0,moncnn,clone,clone,clone,getEnterpriseByID,LightDisplay,CashBox,EnterpriseClient,0.0,1.0
490,2112,0.2524426321075244,5.49,15.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.95,3.0,0.0,moncnn,clone,clone,clone,getEnterpriseByID,LightDisplay,CashBox,EnterpriseClient,0.0,1.0
488,2101,0.2524426321075244,5.49,15.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.95,3.0,0.0,moncnn,clone,clone,clone,getEnterpriseByID,LightDisplay,CashBox,EnterpriseClient,0.0,1.0
971,4965,0.2541395512970515,6.15,0.0,0.8194818081102719,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.00,2.0,1.0,clone,moncnn,clone,mcnn,LightDisplay,getTransaction,EnterpriseClient,CashBoxController,0.0,1.0
466,531,0.2541395512970515,6.15,17.0,0.8194818081102719,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,1.0,clone,mcnn,moncnn,clone,EnterpriseClient,CashBoxController,getTransaction,LightDisplay,0.0,1.0
599,3003,0.2541395512970515,4.92,15.0,0.81973357658136,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.95,3.0,0.0,clone,moncnn,clone,clone,EnterpriseClient,getTransaction,Printer,CashBox,0.0,1.0
474,646,0.2541395512970515,6.15,17.0,0.8194818081102719,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,1.0,clone,mcnn,moncnn,clone,EnterpriseClient,CashBoxController,getTransaction,LightDisplay,0.0,1.0
380,5583,0.2544294308962003,7.380000000000001,0.0,0.7448073999687137,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,2.0,1.0,clone,mcnn,clone,moncnn,Printer,ScannerController,EnterpriseClient,queryOrderById,0.0,1.0
379,5578,0.2544294308962003,7.380000000000001,0.0,0.7448073999687137,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,2.0,1.0,clone,mcnn,clone,moncnn,Printer,ScannerController,EnterpriseClient,queryOrderById,0.0,1.0
368,3166,0.2544294308962003,7.380000000000001,0.0,0.7448073999687137,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,2.0,1.0,clone,mcnn,clone,moncnn,Printer,ScannerController,EnterpriseClient,queryOrderById,0.0,1.0
382,5587,0.2544294308962003,7.380000000000001,0.0,0.7448073999687137,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,2.0,1.0,clone,mcnn,clone,moncnn,Printer,ScannerController,EnterpriseClient,queryOrderById,0.0,1.0
632,2592,0.2564240259903026,4.92,9.0,0.7628147871304136,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.55,3.0,0.0,clone,moc,clone,clone,EnterpriseServer,startSale,LightDisplay,LightDisplay_bwhfhanusr,1.0,0.0
637,3849,0.2564240259903026,4.92,9.0,0.7628147871304136,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.55,3.0,0.0,clone,moc,clone,clone,EnterpriseServer,startSale,LightDisplay,LightDisplay_bwhfhanusr,1.0,0.0
624,2120,0.2564240259903026,4.92,9.0,0.7628147871304136,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.55,3.0,0.0,clone,moc,clone,clone,EnterpriseServer,startSale,LightDisplay,LightDisplay_bwhfhanusr,1.0,0.0
631,2343,0.2564240259903026,4.92,9.0,0.7628147871304136,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.55,3.0,0.0,clone,moc,clone,clone,EnterpriseServer,startSale,LightDisplay,LightDisplay_bwhfhanusr,1.0,0.0
630,2340,0.2564240259903026,4.92,9.0,0.7628147871304136,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.55,3.0,0.0,clone,moc,clone,clone,EnterpriseServer,startSale,LightDisplay,LightDisplay_bwhfhanusr,1.0,0.0
627,2234,0.2564240259903026,4.92,9.0,0.7628147871304136,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.55,3.0,0.0,clone,moc,clone,clone,EnterpriseServer,startSale,LightDisplay,LightDisplay_bwhfhanusr,1.0,0.0
635,3843,0.2564240259903026,4.92,9.0,0.7628147871304136,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.55,3.0,0.0,clone,moc,clone,clone,EnterpriseServer,startSale,LightDisplay,LightDisplay_bwhfhanusr,1.0,0.0
639,3857,0.2564240259903026,4.92,9.0,0.7628147871304136,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.55,3.0,0.0,clone,moc,clone,clone,EnterpriseServer,startSale,LightDisplay,LightDisplay_bwhfhanusr,1.0,0.0
625,2142,0.2564240259903026,4.92,9.0,0.7628147871304136,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.55,3.0,0.0,clone,moc,clone,clone,EnterpriseServer,startSale,LightDisplay,LightDisplay_bwhfhanusr,1.0,0.0
410,3531,0.2567227325658365,7.16,16.0,0.8182249029818933,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.80,2.0,1.0,clone,clone,moncnn,mcnn,EnterpriseClient,BarCodeScanner,getTransactionContext,PrinterController,0.0,1.0
415,4065,0.2567227325658365,7.16,16.0,0.8182249029818933,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.80,2.0,1.0,clone,clone,moncnn,mcnn,EnterpriseClient,BarCodeScanner,getTransactionContext,PrinterController,0.0,1.0
446,2716,0.2573938440644682,6.15,16.0,0.7632456196358034,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,3.0,0.0,clone,clone,moncnn,clone,CashBox,EnterpriseClient,saleStartedEvent,StoreServer,0.0,1.0
1029,6364,0.2578413739012976,7.13,13.0,0.7617279284115834,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,2.0,0.0,clone,moc,clone,moncnn,EnterpriseServer,saleStartedEvent,EnterpriseClient,getProductWithStockItem,1.0,1.0
1038,6583,0.2578413739012976,7.13,13.0,0.7617279284115834,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,2.0,0.0,clone,moc,clone,moncnn,EnterpriseServer,saleStartedEvent,EnterpriseClient,getProductWithStockItem,1.0,1.0
1035,6550,0.2578413739012976,7.13,13.0,0.7617279284115834,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,2.0,0.0,clone,moc,clone,moncnn,EnterpriseServer,saleStartedEvent,EnterpriseClient,getProductWithStockItem,1.0,1.0
1030,6368,0.2578413739012976,7.13,13.0,0.7617279284115834,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,2.0,0.0,clone,moc,clone,moncnn,EnterpriseServer,saleStartedEvent,EnterpriseClient,getProductWithStockItem,1.0,1.0
1031,6400,0.2578413739012976,7.13,13.0,0.7617279284115834,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,2.0,0.0,clone,moc,clone,moncnn,EnterpriseServer,saleStartedEvent,EnterpriseClient,getProductWithStockItem,1.0,1.0
1024,5893,0.2578413739012976,7.13,13.0,0.7617279284115834,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,2.0,0.0,clone,moc,clone,moncnn,EnterpriseServer,saleStartedEvent,EnterpriseClient,getProductWithStockItem,1.0,1.0
1026,6282,0.2578413739012976,7.13,13.0,0.7617279284115834,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,2.0,0.0,clone,moc,clone,moncnn,EnterpriseServer,saleStartedEvent,EnterpriseClient,getProductWithStockItem,1.0,1.0
1027,6305,0.2578413739012976,7.13,13.0,0.7617279284115834,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,2.0,0.0,clone,moc,clone,moncnn,EnterpriseServer,saleStartedEvent,EnterpriseClient,getProductWithStockItem,1.0,1.0
113,337,0.2584003310037251,9.68,11.0,0.8617847990426183,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.95,2.0,1.0,moc,mcnn,clone,clone,queryOrderById,ScannerController,CashBox,EnterpriseServer,1.0,0.0
127,607,0.2584003310037251,9.68,11.0,0.8617847990426183,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.95,2.0,1.0,moc,mcnn,clone,clone,queryOrderById,ScannerController,CashBox,EnterpriseServer,1.0,0.0
126,606,0.2584003310037251,9.68,11.0,0.8617847990426183,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.95,2.0,1.0,moc,mcnn,clone,clone,queryOrderById,ScannerController,CashBox,EnterpriseServer,1.0,0.0
120,592,0.2584003310037251,9.68,11.0,0.8617847990426183,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.95,2.0,1.0,moc,mcnn,clone,clone,queryOrderById,ScannerController,CashBox,EnterpriseServer,1.0,0.0
118,391,0.2584003310037251,9.68,11.0,0.8617847990426183,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.95,2.0,1.0,moc,mcnn,clone,clone,queryOrderById,ScannerController,CashBox,EnterpriseServer,1.0,0.0
116,360,0.2584003310037251,9.68,11.0,0.8617847990426183,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.95,2.0,1.0,moc,mcnn,clone,clone,queryOrderById,ScannerController,CashBox,EnterpriseServer,1.0,0.0
1101,7374,0.2611666811521487,6.15,11.0,0.8021797008381258,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,clone,moc,clone,clone,LightDisplay,getTransactionContext,BarCodeScanner,EnterpriseServer,1.0,0.0
1103,8628,0.2611666811521487,6.15,11.0,0.8021797008381258,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,clone,moc,clone,clone,LightDisplay,getTransactionContext,BarCodeScanner,EnterpriseServer,1.0,0.0
137,5570,0.2643468316931721,7.13,10.0,0.9295255898152772,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.95,2.0,0.0,clone,moncnn,clone,moc,EnterpriseClient,getMeanTimeToDelivery,EnterpriseServer,enterOrderID,1.0,1.0
132,5550,0.2643468316931721,7.13,10.0,0.9295255898152772,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.95,2.0,0.0,clone,moncnn,clone,moc,EnterpriseClient,getMeanTimeToDelivery,EnterpriseServer,enterOrderID,1.0,1.0
143,5596,0.2643468316931721,7.13,10.0,0.9295255898152772,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.95,2.0,0.0,clone,moncnn,clone,moc,EnterpriseClient,getMeanTimeToDelivery,EnterpriseServer,enterOrderID,1.0,1.0
129,5157,0.2643468316931721,7.13,10.0,0.9295255898152772,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.95,2.0,0.0,clone,moncnn,clone,moc,EnterpriseClient,getMeanTimeToDelivery,EnterpriseServer,enterOrderID,1.0,1.0
