,solID,perfQ,#changes,pas,reliability,usecase,brf_clone,brf_moc,brf_mcnn,brf_moncnn,maxeval,probpas,clone,mcnn,action1,action2,action3,action4,target1,target2,target3,target4,moc,moncnn
284,4666,-0.0054914991234905,1.64,15.0,0.7862121811650199,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.80,3.0,0.0,clone,moc,clone,clone,New-Node_yrwrfqtlgz,getTransaction,New-Node_xvkgysuwel,New-Node_oxlzscpxnd,1.0,0.0
272,3180,-0.0013625808114624,3.44,15.0,0.7863714168126202,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.80,2.0,0.0,moncnn,moc,clone,clone,saleStartedEvent,getTransaction,New-Node_xvkgysuwel,New-Node_oxlzscpxnd,1.0,1.0
274,3332,-0.0013625808114624,3.44,15.0,0.7863714168126202,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.80,2.0,0.0,moncnn,moc,clone,clone,saleStartedEvent,getTransaction,New-Node_xvkgysuwel,New-Node_oxlzscpxnd,1.0,1.0
286,4674,-0.0013625808114624,3.44,15.0,0.7863714168126202,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.80,2.0,0.0,moncnn,moc,clone,clone,saleStartedEvent,getTransaction,New-Node_xvkgysuwel,New-Node_oxlzscpxnd,1.0,1.0
275,3338,-0.0013625808114624,3.44,15.0,0.7863714168126202,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.80,2.0,0.0,moncnn,moc,clone,clone,saleStartedEvent,getTransaction,New-Node_xvkgysuwel,New-Node_oxlzscpxnd,1.0,1.0
285,4671,-0.0013625808114624,3.44,15.0,0.7863714168126202,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.80,2.0,0.0,moncnn,moc,clone,clone,saleStartedEvent,getTransaction,New-Node_xvkgysuwel,New-Node_oxlzscpxnd,1.0,1.0
283,4663,-0.0013625808114624,3.44,15.0,0.7863714168126202,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.80,2.0,0.0,moncnn,moc,clone,clone,saleStartedEvent,getTransaction,New-Node_xvkgysuwel,New-Node_oxlzscpxnd,1.0,1.0
281,3603,-0.0013625808114624,3.44,15.0,0.7863714168126202,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.80,2.0,0.0,moncnn,moc,clone,clone,saleStartedEvent,getTransaction,New-Node_xvkgysuwel,New-Node_oxlzscpxnd,1.0,1.0
280,3594,-0.0013625808114624,3.44,15.0,0.7863714168126202,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.80,2.0,0.0,moncnn,moc,clone,clone,saleStartedEvent,getTransaction,New-Node_xvkgysuwel,New-Node_oxlzscpxnd,1.0,1.0
279,3585,-0.0013625808114624,3.44,15.0,0.7863714168126202,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.80,2.0,0.0,moncnn,moc,clone,clone,saleStartedEvent,getTransaction,New-Node_xvkgysuwel,New-Node_oxlzscpxnd,1.0,1.0
278,3584,-0.0013625808114624,3.44,15.0,0.7863714168126202,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.80,2.0,0.0,moncnn,moc,clone,clone,saleStartedEvent,getTransaction,New-Node_xvkgysuwel,New-Node_oxlzscpxnd,1.0,1.0
276,3345,-0.0013625808114624,3.44,15.0,0.7863714168126202,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.80,2.0,0.0,moncnn,moc,clone,clone,saleStartedEvent,getTransaction,New-Node_xvkgysuwel,New-Node_oxlzscpxnd,1.0,1.0
160,119,0.0,0.0,0.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,4.0,0.0,clone,clone,clone,clone,EnterpriseServer_kuwttederu,New-Node_qolnkczynl,New-Node_qolnkczynl,New-Node_qolnkczynl_lpuompywue,0.0,0.0
174,1062,0.0,0.0,0.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,4.0,0.0,clone,clone,clone,clone,EnterpriseServer_kuwttederu,New-Node_qolnkczynl,New-Node_qolnkczynl,New-Node_qolnkczynl_lpuompywue,0.0,0.0
175,1294,0.0,0.0,0.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,3.0,1.0,mcnn,clone,clone,clone,New-Component_ardyassnyt,New-Node_qolnkczynl,New-Node_qolnkczynl,New-Node_qolnkczynl_lpuompywue,0.0,0.0
161,332,0.0,0.0,0.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,4.0,0.0,clone,clone,clone,clone,EnterpriseServer_kuwttederu,New-Node_qolnkczynl,New-Node_qolnkczynl,New-Node_qolnkczynl_lpuompywue,0.0,0.0
172,1030,0.0,0.0,0.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,4.0,0.0,clone,clone,clone,clone,EnterpriseServer_kuwttederu,New-Node_qolnkczynl,New-Node_qolnkczynl,New-Node_qolnkczynl_lpuompywue,0.0,0.0
171,954,0.0,0.0,0.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,4.0,0.0,clone,clone,clone,clone,EnterpriseServer_kuwttederu,New-Node_qolnkczynl,New-Node_qolnkczynl,New-Node_qolnkczynl_lpuompywue,0.0,0.0
169,946,0.0,0.0,0.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,4.0,0.0,clone,clone,clone,clone,EnterpriseServer_kuwttederu,New-Node_qolnkczynl,New-Node_qolnkczynl,New-Node_qolnkczynl_lpuompywue,0.0,0.0
168,743,0.0,0.0,0.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,4.0,0.0,clone,clone,clone,clone,EnterpriseServer_kuwttederu,New-Node_qolnkczynl,New-Node_qolnkczynl,New-Node_qolnkczynl_lpuompywue,0.0,0.0
167,742,0.0,0.0,0.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,4.0,0.0,clone,clone,clone,clone,EnterpriseServer_kuwttederu,New-Node_qolnkczynl,New-Node_qolnkczynl,New-Node_qolnkczynl_lpuompywue,0.0,0.0
166,735,0.0,0.0,0.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,4.0,0.0,clone,clone,clone,clone,EnterpriseServer_kuwttederu,New-Node_qolnkczynl,New-Node_qolnkczynl,New-Node_qolnkczynl_lpuompywue,0.0,0.0
165,734,0.0,0.0,0.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,4.0,0.0,clone,clone,clone,clone,EnterpriseServer_kuwttederu,New-Node_qolnkczynl,New-Node_qolnkczynl,New-Node_qolnkczynl_lpuompywue,0.0,0.0
164,362,0.0,0.0,0.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,4.0,0.0,clone,clone,clone,clone,EnterpriseServer_kuwttederu,New-Node_qolnkczynl,New-Node_qolnkczynl,New-Node_qolnkczynl_lpuompywue,0.0,0.0
163,352,0.0,0.0,0.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,4.0,0.0,clone,clone,clone,clone,EnterpriseServer_kuwttederu,New-Node_qolnkczynl,New-Node_qolnkczynl,New-Node_qolnkczynl_lpuompywue,0.0,0.0
162,348,0.0,0.0,0.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,4.0,0.0,clone,clone,clone,clone,EnterpriseServer_kuwttederu,New-Node_qolnkczynl,New-Node_qolnkczynl,New-Node_qolnkczynl_lpuompywue,0.0,0.0
173,1059,0.0,0.0,0.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.00,3.0,1.0,mcnn,clone,clone,clone,New-Component_ardyassnyt,New-Node_qolnkczynl,New-Node_qolnkczynl,New-Node_qolnkczynl_lpuompywue,0.0,0.0
944,65,0.0080374084668759,2.46,16.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,1.0,clone,moc,mcnn,moncnn,New-Node_sarufqscwn,getMeanTimeToDelivery,New-Component_nepqukwjzw,getMeanTimeToDelivery,1.0,1.0
946,82,0.0080374084668759,2.46,16.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,1.0,clone,moc,mcnn,moncnn,New-Node_sarufqscwn,getMeanTimeToDelivery,New-Component_nepqukwjzw,getMeanTimeToDelivery,1.0,1.0
945,78,0.0080374084668759,2.46,16.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,1.0,clone,moc,mcnn,moncnn,New-Node_sarufqscwn,getMeanTimeToDelivery,New-Component_nepqukwjzw,getMeanTimeToDelivery,1.0,1.0
948,102,0.0080374084668759,2.46,16.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,1.0,clone,moc,mcnn,moncnn,New-Node_sarufqscwn,getMeanTimeToDelivery,New-Component_nepqukwjzw,getMeanTimeToDelivery,1.0,1.0
947,94,0.0080374084668759,2.46,16.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,1.0,clone,moc,mcnn,moncnn,New-Node_sarufqscwn,getMeanTimeToDelivery,New-Component_nepqukwjzw,getMeanTimeToDelivery,1.0,1.0
958,1097,0.0080374084668759,2.46,16.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,1.0,clone,moc,mcnn,moncnn,New-Node_sarufqscwn,getMeanTimeToDelivery,New-Component_nepqukwjzw,getMeanTimeToDelivery,1.0,1.0
957,600,0.0080374084668759,2.46,16.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,1.0,clone,moc,mcnn,moncnn,New-Node_sarufqscwn,getMeanTimeToDelivery,New-Component_nepqukwjzw,getMeanTimeToDelivery,1.0,1.0
955,308,0.0080374084668759,2.46,16.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,1.0,clone,moc,mcnn,moncnn,New-Node_wgrbmjrbmy,getMeanTimeToDelivery,New-Component_nepqukwjzw,getMeanTimeToDelivery,1.0,1.0
959,1334,0.0080374084668759,2.46,16.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,1.0,clone,moc,mcnn,moncnn,New-Node_ckmdzvasst,getMeanTimeToDelivery,New-Component_nepqukwjzw,getMeanTimeToDelivery,1.0,1.0
953,118,0.0080374084668759,2.46,16.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,1.0,clone,moc,mcnn,moncnn,New-Node_sarufqscwn,getMeanTimeToDelivery,New-Component_nepqukwjzw,getMeanTimeToDelivery,1.0,1.0
952,110,0.0080374084668759,2.46,16.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,1.0,clone,moc,mcnn,moncnn,New-Node_ckmdzvasst,getMeanTimeToDelivery,New-Component_nepqukwjzw,getMeanTimeToDelivery,1.0,1.0
951,107,0.0080374084668759,2.46,16.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,1.0,clone,moc,mcnn,moncnn,New-Node_sarufqscwn,getMeanTimeToDelivery,New-Component_nepqukwjzw,getMeanTimeToDelivery,1.0,1.0
949,103,0.0080374084668759,2.46,16.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,1.0,clone,moc,mcnn,moncnn,New-Node_sarufqscwn,getMeanTimeToDelivery,New-Component_nepqukwjzw,getMeanTimeToDelivery,1.0,1.0
954,119,0.0080374084668759,2.46,16.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,1.0,clone,moc,mcnn,moncnn,New-Node_sarufqscwn,getMeanTimeToDelivery,New-Component_nepqukwjzw,getMeanTimeToDelivery,1.0,1.0
897,6008,0.0141475605333007,1.64,0.0,0.762820442961298,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,2.0,1.0,clone,mcnn,moc,clone,New-Node_lbzhfdygrv,New-Component_kixfqbxxex,saleStartedEvent,New-Node_ibpiqvamoh,1.0,0.0
899,6292,0.0141475605333007,1.64,0.0,0.762820442961298,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,2.0,1.0,clone,mcnn,moc,clone,New-Node_lbzhfdygrv,New-Component_kixfqbxxex,saleStartedEvent,New-Node_ibpiqvamoh,1.0,0.0
901,6307,0.0141475605333007,1.64,0.0,0.762820442961298,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,2.0,1.0,clone,mcnn,moc,clone,New-Node_lbzhfdygrv,New-Component_kixfqbxxex,saleStartedEvent,New-Node_ibpiqvamoh,1.0,0.0
904,6505,0.0141475605333007,1.64,0.0,0.762820442961298,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,2.0,1.0,clone,mcnn,moc,clone,New-Node_lbzhfdygrv,New-Component_kixfqbxxex,saleStartedEvent,New-Node_ibpiqvamoh,1.0,0.0
905,6640,0.0141475605333007,1.64,0.0,0.762820442961298,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,2.0,1.0,clone,mcnn,moc,clone,New-Node_lbzhfdygrv,New-Component_kixfqbxxex,saleStartedEvent,New-Node_ibpiqvamoh,1.0,0.0
906,6700,0.0141475605333007,1.64,0.0,0.762820442961298,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,2.0,1.0,clone,mcnn,moc,clone,New-Node_lbzhfdygrv,New-Component_kixfqbxxex,saleStartedEvent,New-Node_ibpiqvamoh,1.0,0.0
908,6761,0.0141475605333007,1.64,0.0,0.762820442961298,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,2.0,1.0,clone,mcnn,moc,clone,New-Node_lbzhfdygrv,New-Component_kixfqbxxex,saleStartedEvent,New-Node_ibpiqvamoh,1.0,0.0
910,8008,0.0141475605333007,1.64,0.0,0.762820442961298,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,2.0,1.0,clone,mcnn,moc,clone,New-Node_lbzhfdygrv,New-Component_kixfqbxxex,saleStartedEvent,New-Node_ibpiqvamoh,1.0,0.0
911,8009,0.0141475605333007,1.64,0.0,0.762820442961298,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,2.0,1.0,clone,mcnn,moc,clone,New-Node_lbzhfdygrv,New-Component_kixfqbxxex,saleStartedEvent,New-Node_ibpiqvamoh,1.0,0.0
1116,7278,0.0237472269853884,2.46,17.0,0.8575381864879451,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,2.0,0.0,clone,moc,clone,moncnn,EnterpriseClient_cqrptdalen,enterOrderID,New-Node_brpiqkcgjo,getTransactionContext,1.0,1.0
1106,6768,0.0237472269853884,2.46,17.0,0.8575381864879451,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,2.0,0.0,clone,moc,clone,moncnn,EnterpriseClient_cqrptdalen,enterOrderID,New-Node_brpiqkcgjo,getTransactionContext,1.0,1.0
93,3018,0.0265556735305934,2.46,17.0,0.9187918002530824,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,1.0,1.0,moncnn,mcnn,clone,moc,enterOrderID,New-Component_ajiwxvolrk,New-Node_uzkllqklnc,getMeanTimeToDelivery,1.0,1.0
84,2156,0.0265556735305934,2.46,17.0,0.9187918002530824,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,1.0,1.0,moncnn,mcnn,clone,moc,enterOrderID,New-Component_ajiwxvolrk,New-Node_uzkllqklnc,getMeanTimeToDelivery,1.0,1.0
87,2347,0.0265556735305934,2.46,17.0,0.9187918002530824,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,1.0,1.0,moncnn,mcnn,clone,moc,enterOrderID,New-Component_ajiwxvolrk,New-Node_uzkllqklnc,getMeanTimeToDelivery,1.0,1.0
88,2351,0.0265556735305934,2.46,17.0,0.9187918002530824,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,1.0,1.0,moncnn,mcnn,clone,moc,enterOrderID,New-Component_ajiwxvolrk,New-Node_uzkllqklnc,getMeanTimeToDelivery,1.0,1.0
89,2538,0.0265556735305934,2.46,17.0,0.9187918002530824,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,1.0,1.0,moncnn,mcnn,clone,moc,enterOrderID,New-Component_ajiwxvolrk,New-Node_uzkllqklnc,getMeanTimeToDelivery,1.0,1.0
90,2570,0.0265556735305934,2.46,17.0,0.9187918002530824,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,1.0,1.0,moncnn,mcnn,clone,moc,enterOrderID,New-Component_ajiwxvolrk,New-Node_uzkllqklnc,getMeanTimeToDelivery,1.0,1.0
91,2571,0.0265556735305934,2.46,17.0,0.9187918002530824,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,1.0,1.0,moncnn,mcnn,clone,moc,enterOrderID,New-Component_ajiwxvolrk,New-Node_uzkllqklnc,getMeanTimeToDelivery,1.0,1.0
94,3019,0.0265556735305934,2.46,17.0,0.9187918002530824,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,1.0,1.0,moncnn,mcnn,clone,moc,enterOrderID,New-Component_ajiwxvolrk,New-Node_uzkllqklnc,getMeanTimeToDelivery,1.0,1.0
95,3449,0.0265556735305934,2.46,17.0,0.9187918002530824,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,1.0,1.0,moncnn,mcnn,clone,moc,enterOrderID,New-Component_ajiwxvolrk,New-Node_uzkllqklnc,getMeanTimeToDelivery,1.0,1.0
92,2578,0.0265556735305934,2.46,17.0,0.9187918002530824,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,1.0,1.0,moncnn,mcnn,clone,moc,enterOrderID,New-Component_ajiwxvolrk,New-Node_uzkllqklnc,getMeanTimeToDelivery,1.0,1.0
81,2085,0.0265556735305934,2.46,17.0,0.9187918002530824,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,1.0,1.0,moncnn,mcnn,clone,moc,enterOrderID,New-Component_ajiwxvolrk,New-Node_uzkllqklnc,getMeanTimeToDelivery,1.0,1.0
738,4799,0.0286256295404927,2.46,16.0,0.6443499577385545,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.95,2.0,0.0,clone,moc,clone,moncnn,BarCodeScanner_dregsvryda,getTransaction,Printer_jjtpfmaaoc,createReport,1.0,1.0
741,4886,0.0286256295404927,2.46,16.0,0.6443499577385545,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.95,2.0,0.0,clone,moc,clone,moncnn,BarCodeScanner_dregsvryda,getTransaction,Printer_jjtpfmaaoc,createReport,1.0,1.0
740,4833,0.0286256295404927,2.46,16.0,0.6443499577385545,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.95,2.0,0.0,clone,moc,clone,moncnn,BarCodeScanner_dregsvryda,getTransaction,Printer_jjtpfmaaoc,createReport,1.0,1.0
750,5411,0.0286256295404927,2.46,16.0,0.6443499577385545,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.95,2.0,0.0,clone,moc,clone,moncnn,BarCodeScanner_dregsvryda,getTransaction,Printer_jjtpfmaaoc,createReport,1.0,1.0
746,5001,0.0286256295404927,2.46,16.0,0.6443499577385545,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.95,2.0,0.0,clone,moc,clone,moncnn,BarCodeScanner_dregsvryda,getTransaction,Printer_jjtpfmaaoc,createReport,1.0,1.0
745,5000,0.0286256295404927,2.46,16.0,0.6443499577385545,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.95,2.0,0.0,clone,moc,clone,moncnn,BarCodeScanner_dregsvryda,getTransaction,Printer_jjtpfmaaoc,createReport,1.0,1.0
742,4888,0.0315242857569711,2.46,16.0,0.5022993627078778,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.95,2.0,1.0,moncnn,mcnn,clone,clone,getEnterpriseByID,Reporting,New-Node_esxzdyighx,New-Node_esxzdyighx,0.0,1.0
1115,7276,0.032020075784228,3.69,17.0,0.8609589285218412,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,1.0,0.0,moncnn,moc,clone,moncnn,queryStockItem,enterOrderID,New-Node_brpiqkcgjo,getTransactionContext,1.0,2.0
1107,6772,0.032020075784228,3.69,17.0,0.8609589285218412,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,1.0,0.0,moncnn,moc,clone,moncnn,queryStockItem,enterOrderID,New-Node_brpiqkcgjo,getTransactionContext,1.0,2.0
699,2948,0.0337466229476685,5.24,17.0,0.8337984327173583,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.80,1.0,0.0,moc,moncnn,moncnn,clone,getTransaction,getTransactionContext,printRunningTotal,New-Node_klygghppbh,1.0,2.0
114,345,0.0379614887380204,6.69,15.0,0.8333727534854223,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.95,0.0,1.0,moncnn,moncnn,mcnn,moc,enterOrderID,getMeanTimeToDeliveryReport,Inventory,getMeanTimeToDeliveryReport,1.0,2.0
543,4814,0.0395665655612997,3.44,0.0,0.5127411587554247,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,clone,moc,moncnn,clone,New-Node_ftrxzdfmkb,queryStockItem,rollInReceivedOrder,New-Node_mhyemivass,1.0,1.0
542,4811,0.0395665655612997,3.44,0.0,0.5127411587554247,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,clone,moc,moncnn,clone,New-Node_ftrxzdfmkb,queryStockItem,rollInReceivedOrder,New-Node_mhyemivass,1.0,1.0
541,4644,0.0395665655612997,3.44,0.0,0.5127411587554247,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,clone,moc,moncnn,clone,New-Node_ftrxzdfmkb,queryStockItem,rollInReceivedOrder,New-Node_mhyemivass,1.0,1.0
539,4559,0.0395665655612997,3.44,0.0,0.5127411587554247,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,clone,moc,moncnn,clone,New-Node_ftrxzdfmkb,queryStockItem,rollInReceivedOrder,New-Node_mhyemivass,1.0,1.0
536,4524,0.0395665655612997,3.44,0.0,0.5127411587554247,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,clone,moc,moncnn,clone,New-Node_ftrxzdfmkb,queryStockItem,rollInReceivedOrder,New-Node_mhyemivass,1.0,1.0
535,4378,0.0395665655612997,3.44,0.0,0.5127411587554247,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,clone,moc,moncnn,clone,New-Node_ftrxzdfmkb,queryStockItem,rollInReceivedOrder,New-Node_mhyemivass,1.0,1.0
534,4261,0.0395665655612997,3.44,0.0,0.5127411587554247,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,clone,moc,moncnn,clone,New-Node_ftrxzdfmkb,queryStockItem,rollInReceivedOrder,New-Node_mhyemivass,1.0,1.0
533,4260,0.0395665655612997,3.44,0.0,0.5127411587554247,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,clone,moc,moncnn,clone,New-Node_ftrxzdfmkb,queryStockItem,rollInReceivedOrder,New-Node_mhyemivass,1.0,1.0
532,4253,0.0395665655612997,3.44,0.0,0.5127411587554247,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,clone,moc,moncnn,clone,New-Node_ftrxzdfmkb,queryStockItem,rollInReceivedOrder,New-Node_mhyemivass,1.0,1.0
531,4196,0.0395665655612997,3.44,0.0,0.5127411587554247,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,clone,moc,moncnn,clone,New-Node_ftrxzdfmkb,queryStockItem,rollInReceivedOrder,New-Node_mhyemivass,1.0,1.0
538,4555,0.0395665655612997,3.44,0.0,0.5127411587554247,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,clone,moc,moncnn,clone,New-Node_ftrxzdfmkb,queryStockItem,rollInReceivedOrder,New-Node_mhyemivass,1.0,1.0
530,4192,0.0395665655612997,3.44,0.0,0.5127411587554247,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,clone,moc,moncnn,clone,New-Node_ftrxzdfmkb,queryStockItem,rollInReceivedOrder,New-Node_mhyemivass,1.0,1.0
529,4166,0.0395665655612997,3.44,0.0,0.5127411587554247,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,clone,moc,moncnn,clone,New-Node_ftrxzdfmkb,queryStockItem,rollInReceivedOrder,New-Node_mhyemivass,1.0,1.0
956,309,0.0424571831013463,3.69,16.0,0.8209861751846964,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,0.0,1.0,moncnn,moc,mcnn,moncnn,stopSale,getMeanTimeToDelivery,New-Component_nepqukwjzw,getMeanTimeToDelivery,1.0,2.0
1144,71,0.0486666154727465,4.92,16.0,0.8247004921711202,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,1.0,1.0,clone,mcnn,moc,moncnn,New-Node_yzfpdychrk,Enterprise,enterOrderID,printRunningTotal,1.0,1.0
607,3116,0.0504864399051059,3.69,14.0,0.919103573429837,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.95,1.0,0.0,moncnn,moncnn,moncnn,clone,getMeanTimeToDelivery,getEnterpriseByID,enterOrderID,New-Node_ilmsowgrof,0.0,3.0
606,3062,0.0504864399051059,3.69,14.0,0.919103573429837,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.95,1.0,0.0,moncnn,moncnn,moncnn,clone,getMeanTimeToDelivery,getEnterpriseByID,enterOrderID,New-Node_ilmsowgrof,0.0,3.0
605,3059,0.0504864399051059,3.69,14.0,0.919103573429837,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.95,1.0,0.0,moncnn,moncnn,moncnn,clone,getMeanTimeToDelivery,getEnterpriseByID,enterOrderID,New-Node_ilmsowgrof,0.0,3.0
604,3028,0.0504864399051059,3.69,14.0,0.919103573429837,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.95,1.0,0.0,moncnn,moncnn,moncnn,clone,getMeanTimeToDelivery,getEnterpriseByID,enterOrderID,New-Node_ilmsowgrof,0.0,3.0
603,3015,0.0504864399051059,3.69,14.0,0.919103573429837,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.95,1.0,0.0,moncnn,moncnn,moncnn,clone,getMeanTimeToDelivery,getEnterpriseByID,enterOrderID,New-Node_ilmsowgrof,0.0,3.0
602,3014,0.0504864399051059,3.69,14.0,0.919103573429837,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.95,1.0,0.0,moncnn,moncnn,moncnn,clone,getMeanTimeToDelivery,getEnterpriseByID,enterOrderID,New-Node_ilmsowgrof,0.0,3.0
598,3002,0.0504864399051059,3.69,14.0,0.919103573429837,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.95,1.0,0.0,moncnn,moncnn,moncnn,clone,getMeanTimeToDelivery,getEnterpriseByID,enterOrderID,New-Node_ilmsowgrof,0.0,3.0
